CS_BILLING.CAMPAIGN_BILLING
ID,CS_ID,CAMPAIGN_ID,BILLED_DATE,SUM_SPENT,SUM_PAID,BALANCE
"1","132","4688","2020-01-31 00:00:00","15928","0","1515368"
"2","132","4688","2020-02-01 00:00:00","17172","0","1498196"
"3","132","4688","2020-02-02 00:00:00","21106","0","1477090"
"4","132","4688","2020-02-03 00:00:00","18458","0","1458632"
"5","132","4688","2020-02-04 00:00:00","17847","0","1440785"
"6","132","4688","2020-02-05 00:00:00","15813","0","1424972"
"7","132","4688","2020-02-06 00:00:00","16457","0","1408515"
"8","132","4688","2020-02-07 00:00:00","20165","0","1388350"
"9","132","4688","2020-02-08 00:00:00","25248","0","1363102"
"10","132","4688","2020-02-09 00:00:00","31202","0","1331900"
"11","132","4688","2020-02-10 00:00:00","25846","0","1306054"
"12","132","4688","2020-02-11 00:00:00","25048","0","1281006"
"13","132","4688","2020-02-12 00:00:00","24285","0","1256721"
"14","132","4688","2020-02-13 00:00:00","21823","0","1234898"
"15","132","4688","2020-02-14 00:00:00","20912","0","1213986"
"16","132","4688","2020-02-15 00:00:00","26642","0","1187344"
"17","132","4688","2020-02-16 00:00:00","28023","0","1159321"
"18","132","4688","2020-02-17 00:00:00","25542","0","1133779"
"19","132","4688","2020-02-18 00:00:00","24341","0","1109438"
"20","132","4688","2020-02-19 00:00:00","24495","0","1084943"
"21","132","4688","2020-02-20 00:00:00","10514","0","1074429"
"22","132","4688","2020-02-21 00:00:00","8536","0","1065893"
"23","132","4688","2020-02-22 00:00:00","8630","0","1057263"
"24","132","4688","2020-02-23 00:00:00","11017","0","1046246"
"25","132","4688","2020-02-24 00:00:00","12161","0","1034085"
"26","132","4688","2020-02-25 00:00:00","20795","0","1013290"
"27","132","4688","2020-02-26 00:00:00","33359","0","979931"
"28","132","4688","2020-02-27 00:00:00","49508","0","930423"
"29","132","4688","2020-02-28 00:00:00","37591","0","892832"
"30","132","4688","2020-02-29 00:00:00","41996","0","850836"
"31","132","4688","2020-03-01 00:00:00","53375","0","797461"
"32","132","4688","2020-03-02 00:00:00","53688","0","743773"
"33","132","4688","2020-03-03 00:00:00","55263","0","688510"
"34","132","4688","2020-03-04 00:00:00","139627","0","548883"
"35","132","4688","2020-03-05 00:00:00","123408","-133400","292075"
"36","132","4688","2020-03-06 00:00:00","108123","0","183952"
"37","132","4688","2020-03-07 00:00:00","111181","0","72771"
"38","132","4688","2020-03-08 00:00:00","73781","0","-1010"
"39","132","4688","2020-03-09 00:00:00","118","0","-1128"
"40","132","4688","2020-03-10 00:00:00","89761","1360000","1269111"
"41","132","4688","2020-03-11 00:00:00","32107","0","1237004"
"42","132","4688","2020-03-12 00:00:00","21662","0","1215342"
"43","132","4688","2020-03-13 00:00:00","15951","0","1199391"
"44","132","4688","2020-03-14 00:00:00","12664","0","1186727"
"45","132","4688","2020-03-15 00:00:00","21720","0","1165007"
"46","132","4688","2020-03-16 00:00:00","24680","0","1140327"
"47","132","4688","2020-03-17 00:00:00","20985","0","1119342"
"48","132","4688","2020-03-18 00:00:00","29357","0","1089985"
"49","132","4688","2020-03-19 00:00:00","11292","0","1078693"
"50","132","4688","2020-03-20 00:00:00","19271","0","1059422"
"51","132","4688","2020-03-21 00:00:00","26824","0","1032598"
"52","132","4688","2020-03-22 00:00:00","22535","0","1010063"
"53","132","4688","2020-03-23 00:00:00","19093","0","990970"
"54","132","4688","2020-03-24 00:00:00","15248","0","975722"
"55","132","4688","2020-03-25 00:00:00","14111","0","961611"
"56","132","4688","2020-03-26 00:00:00","8953","0","952658"
"57","132","4688","2020-03-27 00:00:00","30023","0","922635"
"58","132","4688","2020-03-28 00:00:00","37409","0","885226"
"59","132","4688","2020-03-29 00:00:00","25869","0","859357"
"60","132","4688","2020-03-30 00:00:00","17502","0","841855"
"61","132","4688","2020-03-31 00:00:00","13277","0","828578"
