CS_BILLING.CLICKS_TRT
CS_ID,CAMPAIGN_ID,TRANTIME,PRICE,PP,COUNT
"132","4688","2020-02-01 00:00:00","0","7","-100"
"132","4688","2020-02-01 00:00:00","20","48","4"
"132","4688","2020-02-01 00:00:00","47","507","1"
"132","4688","2020-02-01 00:00:00","25","507","1"
"132","4688","2020-02-01 00:00:00","58","507","5"
"132","4688","2020-02-01 00:00:00","46","48","13"
"132","4688","2020-02-01 00:00:00","24","48","28"
"132","4688","2020-02-01 00:00:00","16","507","8"
"132","4688","2020-02-01 00:00:00","58","48","31"
"132","4688","2020-02-01 00:00:00","16","307","11"
"132","4688","2020-02-01 00:00:00","28","48","50"
"132","4688","2020-02-01 00:00:00","0","7","7392"
"132","4688","2020-02-01 00:00:00","0","28","2056"
"132","4688","2020-02-01 00:00:00","0","48","12042"
"132","4688","2020-02-01 00:00:00","0","307","996"
"132","4688","2020-02-01 00:00:00","0","507","332"
"132","4688","2020-02-01 00:00:00","17","48","19"
"132","4688","2020-02-01 00:00:00","43","7","2"
"132","4688","2020-02-01 00:00:00","44","307","5"
"132","4688","2020-02-01 00:00:00","46","507","3"
"132","4688","2020-02-01 00:00:00","13","48","1"
"132","4688","2020-02-01 00:00:00","24","307","4"
"132","4688","2020-02-01 00:00:00","54","307","3"
"132","4688","2020-02-01 00:00:00","43","48","1"
"132","4688","2020-02-01 00:00:00","28","307","15"
"132","4688","2020-02-01 00:00:00","23","7","3"
"132","4688","2020-02-01 00:00:00","0","307","-2"
"132","4688","2020-02-01 00:00:00","46","7","5"
"132","4688","2020-02-01 00:00:00","20","7","1"
"132","4688","2020-02-01 00:00:00","28","507","4"
"132","4688","2020-02-01 00:00:00","54","48","5"
"132","4688","2020-02-01 00:00:00","44","7","16"
"132","4688","2020-02-01 00:00:00","58","7","23"
"132","4688","2020-02-01 00:00:00","12","307","1"
"132","4688","2020-02-01 00:00:00","0","507","-1"
"132","4688","2020-02-01 00:00:00","58","507","-1"
"132","4688","2020-02-01 00:00:00","18","307","2"
"132","4688","2020-02-01 00:00:00","54","7","6"
"132","4688","2020-02-01 00:00:00","0","28","-2"
"132","4688","2020-02-01 00:00:00","24","7","-1"
"132","4688","2020-02-01 00:00:00","18","48","4"
"132","4688","2020-02-01 00:00:00","13","7","2"
"132","4688","2020-02-01 00:00:00","58","307","9"
"132","4688","2020-02-01 00:00:00","23","307","3"
"132","4688","2020-02-01 00:00:00","24","7","8"
"132","4688","2020-02-01 00:00:00","28","7","22"
"132","4688","2020-02-01 00:00:00","24","507","3"
"132","4688","2020-02-01 00:00:00","23","507","1"
"132","4688","2020-02-01 00:00:00","21","48","11"
"132","4688","2020-02-01 00:00:00","21","7","2"
"132","4688","2020-02-01 00:00:00","21","507","2"
"132","4688","2020-02-01 00:00:00","21","307","2"
"132","4688","2020-02-01 00:00:00","16","48","32"
"132","4688","2020-02-02 00:00:00","28","48","33"
"132","4688","2020-02-02 00:00:00","58","48","3"
"132","4688","2020-02-02 00:00:00","58","7","5"
"132","4688","2020-02-02 00:00:00","0","507","418"
"132","4688","2020-02-02 00:00:00","54","48","1"
"132","4688","2020-02-02 00:00:00","0","307","-3"
"132","4688","2020-02-02 00:00:00","0","7","8489"
"132","4688","2020-02-02 00:00:00","0","28","2275"
"132","4688","2020-02-02 00:00:00","0","48","13498"
"132","4688","2020-02-02 00:00:00","0","307","1204"
"132","4688","2020-02-02 00:00:00","0","628","2058"
"132","4688","2020-02-02 00:00:00","23","48","6"
"132","4688","2020-02-02 00:00:00","18","7","10"
"132","4688","2020-02-02 00:00:00","41","7","14"
"132","4688","2020-02-02 00:00:00","15","7","6"
"132","4688","2020-02-02 00:00:00","28","507","1"
"132","4688","2020-02-02 00:00:00","20","307","10"
"132","4688","2020-02-02 00:00:00","15","507","2"
"132","4688","2020-02-02 00:00:00","24","507","1"
"132","4688","2020-02-02 00:00:00","48","307","8"
"132","4688","2020-02-02 00:00:00","24","307","4"
"132","4688","2020-02-02 00:00:00","44","307","8"
"132","4688","2020-02-02 00:00:00","15","307","5"
"132","4688","2020-02-02 00:00:00","49","48","3"
"132","4688","2020-02-02 00:00:00","20","48","33"
"132","4688","2020-02-02 00:00:00","0","707","18"
"132","4688","2020-02-02 00:00:00","0","7","-34"
"132","4688","2020-02-02 00:00:00","0","48","-19"
"132","4688","2020-02-02 00:00:00","16","48","27"
"132","4688","2020-02-02 00:00:00","49","7","6"
"132","4688","2020-02-02 00:00:00","16","507","6"
"132","4688","2020-02-02 00:00:00","48","7","22"
"132","4688","2020-02-02 00:00:00","12","48","7"
"132","4688","2020-02-02 00:00:00","41","307","3"
"132","4688","2020-02-02 00:00:00","16","7","8"
"132","4688","2020-02-02 00:00:00","57","507","5"
"132","4688","2020-02-02 00:00:00","46","507","1"
"132","4688","2020-02-02 00:00:00","21","307","1"
"132","4688","2020-02-02 00:00:00","57","7","28"
"132","4688","2020-02-02 00:00:00","20","507","2"
"132","4688","2020-02-02 00:00:00","12","7","2"
"132","4688","2020-02-02 00:00:00","28","7","8"
"132","4688","2020-02-02 00:00:00","46","48","2"
"132","4688","2020-02-02 00:00:00","44","48","23"
"132","4688","2020-02-02 00:00:00","16","307","17"
"132","4688","2020-02-02 00:00:00","57","307","8"
"132","4688","2020-02-02 00:00:00","28","307","6"
"132","4688","2020-02-02 00:00:00","0","507","-2"
"132","4688","2020-02-02 00:00:00","0","628","-2"
"132","4688","2020-02-02 00:00:00","13","307","2"
"132","4688","2020-02-02 00:00:00","49","507","1"
"132","4688","2020-02-02 00:00:00","21","48","3"
"132","4688","2020-02-02 00:00:00","24","48","14"
"132","4688","2020-02-02 00:00:00","48","48","36"
"132","4688","2020-02-02 00:00:00","29","7","29"
"132","4688","2020-02-02 00:00:00","49","307","4"
"132","4688","2020-02-02 00:00:00","41","48","8"
"132","4688","2020-02-02 00:00:00","29","307","14"
"132","4688","2020-02-02 00:00:00","44","507","2"
"132","4688","2020-02-02 00:00:00","24","7","7"
"132","4688","2020-02-02 00:00:00","0","28","-7"
"132","4688","2020-02-02 00:00:00","46","307","1"
"132","4688","2020-02-02 00:00:00","44","7","9"
"132","4688","2020-02-02 00:00:00","48","507","2"
"132","4688","2020-02-02 00:00:00","18","48","21"
"132","4688","2020-02-02 00:00:00","29","48","61"
"132","4688","2020-02-02 00:00:00","41","507","1"
"132","4688","2020-02-02 00:00:00","29","507","10"
"132","4688","2020-02-02 00:00:00","46","7","3"
"132","4688","2020-02-02 00:00:00","12","307","3"
"132","4688","2020-02-02 00:00:00","20","7","15"
"132","4688","2020-02-02 00:00:00","15","48","17"
"132","4688","2020-02-02 00:00:00","58","307","4"
"132","4688","2020-02-02 00:00:00","18","307","3"
"132","4688","2020-02-02 00:00:00","21","7","10"
"132","4688","2020-02-02 00:00:00","57","48","31"
"132","4688","2020-02-03 00:00:00","16","7","10"
"132","4688","2020-02-03 00:00:00","29","48","17"
"132","4688","2020-02-03 00:00:00","24","307","3"
"132","4688","2020-02-03 00:00:00","0","628","-1"
"132","4688","2020-02-03 00:00:00","31","48","8"
"132","4688","2020-02-03 00:00:00","25","48","2"
"132","4688","2020-02-03 00:00:00","52","48","20"
"132","4688","2020-02-03 00:00:00","0","28","-12"
"132","4688","2020-02-03 00:00:00","54","307","1"
"132","4688","2020-02-03 00:00:00","22","507","1"
"132","4688","2020-02-03 00:00:00","52","507","1"
"132","4688","2020-02-03 00:00:00","0","707","37"
"132","4688","2020-02-03 00:00:00","0","307","-18"
"132","4688","2020-02-03 00:00:00","40","7","9"
"132","4688","2020-02-03 00:00:00","13","7","1"
"132","4688","2020-02-03 00:00:00","18","48","1"
"132","4688","2020-02-03 00:00:00","22","7","4"
"132","4688","2020-02-03 00:00:00","31","307","1"
"132","4688","2020-02-03 00:00:00","28","507","4"
"132","4688","2020-02-03 00:00:00","19","7","8"
"132","4688","2020-02-03 00:00:00","0","528","2"
"132","4688","2020-02-03 00:00:00","44","7","3"
"132","4688","2020-02-03 00:00:00","57","307","2"
"132","4688","2020-02-03 00:00:00","32","7","6"
"132","4688","2020-02-03 00:00:00","16","48","34"
"132","4688","2020-02-03 00:00:00","57","507","1"
"132","4688","2020-02-03 00:00:00","40","48","7"
"132","4688","2020-02-03 00:00:00","45","7","16"
"132","4688","2020-02-03 00:00:00","61","48","31"
"132","4688","2020-02-03 00:00:00","49","7","2"
"132","4688","2020-02-03 00:00:00","29","7","8"
"132","4688","2020-02-03 00:00:00","13","48","3"
"132","4688","2020-02-03 00:00:00","31","7","7"
"132","4688","2020-02-03 00:00:00","23","7","2"
"132","4688","2020-02-03 00:00:00","23","307","1"
"132","4688","2020-02-03 00:00:00","16","507","7"
"132","4688","2020-02-03 00:00:00","41","48","1"
"132","4688","2020-02-03 00:00:00","21","307","1"
"132","4688","2020-02-03 00:00:00","57","7","2"
"132","4688","2020-02-03 00:00:00","21","7","1"
"132","4688","2020-02-03 00:00:00","32","307","3"
"132","4688","2020-02-03 00:00:00","29","507","2"
"132","4688","2020-02-03 00:00:00","12","307","3"
"132","4688","2020-02-03 00:00:00","57","48","5"
"132","4688","2020-02-03 00:00:00","21","48","3"
"132","4688","2020-02-03 00:00:00","44","307","1"
"132","4688","2020-02-03 00:00:00","20","7","1"
"132","4688","2020-02-03 00:00:00","12","7","1"
"132","4688","2020-02-03 00:00:00","51","307","1"
"132","4688","2020-02-03 00:00:00","24","48","7"
"132","4688","2020-02-03 00:00:00","18","507","1"
"132","4688","2020-02-03 00:00:00","17","307","5"
"132","4688","2020-02-03 00:00:00","44","48","1"
"132","4688","2020-02-03 00:00:00","45","48","6"
"132","4688","2020-02-03 00:00:00","48","48","3"
"132","4688","2020-02-03 00:00:00","61","307","5"
"132","4688","2020-02-03 00:00:00","61","7","29"
"132","4688","2020-02-03 00:00:00","27","307","1"
"132","4688","2020-02-03 00:00:00","20","48","1"
"132","4688","2020-02-03 00:00:00","49","48","1"
"132","4688","2020-02-03 00:00:00","24","7","2"
"132","4688","2020-02-03 00:00:00","0","48","-16"
"132","4688","2020-02-03 00:00:00","21","507","1"
"132","4688","2020-02-03 00:00:00","28","48","26"
"132","4688","2020-02-03 00:00:00","25","7","1"
"132","4688","2020-02-03 00:00:00","0","7","-200"
"132","4688","2020-02-03 00:00:00","28","307","9"
"132","4688","2020-02-03 00:00:00","40","307","5"
"132","4688","2020-02-03 00:00:00","19","48","13"
"132","4688","2020-02-03 00:00:00","19","507","2"
"132","4688","2020-02-03 00:00:00","29","307","3"
"132","4688","2020-02-03 00:00:00","52","7","16"
"132","4688","2020-02-03 00:00:00","19","307","7"
"132","4688","2020-02-03 00:00:00","16","307","10"
"132","4688","2020-02-03 00:00:00","22","48","4"
"132","4688","2020-02-03 00:00:00","54","507","1"
"132","4688","2020-02-03 00:00:00","0","507","-3"
"132","4688","2020-02-03 00:00:00","17","7","9"
"132","4688","2020-02-03 00:00:00","54","7","5"
"132","4688","2020-02-03 00:00:00","32","48","15"
"132","4688","2020-02-03 00:00:00","54","48","7"
"132","4688","2020-02-03 00:00:00","22","307","2"
"132","4688","2020-02-03 00:00:00","51","48","15"
"132","4688","2020-02-03 00:00:00","0","7","9425"
"132","4688","2020-02-03 00:00:00","0","48","11020"
"132","4688","2020-02-03 00:00:00","0","28","2335"
"132","4688","2020-02-03 00:00:00","0","628","1732"
"132","4688","2020-02-03 00:00:00","0","307","958"
"132","4688","2020-02-03 00:00:00","17","48","11"
"132","4688","2020-02-03 00:00:00","27","48","2"
"132","4688","2020-02-03 00:00:00","45","507","2"
"132","4688","2020-02-03 00:00:00","40","507","3"
"132","4688","2020-02-03 00:00:00","45","307","6"
"132","4688","2020-02-03 00:00:00","28","7","27"
"132","4688","2020-02-03 00:00:00","30","48","2"
"132","4688","2020-02-03 00:00:00","48","307","4"
"132","4688","2020-02-03 00:00:00","0","507","339"
"132","4688","2020-02-03 00:00:00","48","507","1"
"132","4688","2020-02-03 00:00:00","51","7","5"
"132","4688","2020-02-04 00:00:00","17","307","5"
"132","4688","2020-02-04 00:00:00","40","7","2"
"132","4688","2020-02-04 00:00:00","19","307","1"
"132","4688","2020-02-04 00:00:00","0","307","-6"
"132","4688","2020-02-04 00:00:00","61","307","1"
"132","4688","2020-02-04 00:00:00","51","307","2"
"132","4688","2020-02-04 00:00:00","45","7","13"
"132","4688","2020-02-04 00:00:00","56","48","23"
"132","4688","2020-02-04 00:00:00","39","7","10"
"132","4688","2020-02-04 00:00:00","59","7","26"
"132","4688","2020-02-04 00:00:00","24","507","2"
"132","4688","2020-02-04 00:00:00","22","48","1"
"132","4688","2020-02-04 00:00:00","28","48","9"
"132","4688","2020-02-04 00:00:00","26","7","11"
"132","4688","2020-02-04 00:00:00","45","48","12"
"132","4688","2020-02-04 00:00:00","39","307","4"
"132","4688","2020-02-04 00:00:00","31","507","3"
"132","4688","2020-02-04 00:00:00","59","507","2"
"132","4688","2020-02-04 00:00:00","25","7","4"
"132","4688","2020-02-04 00:00:00","59","48","23"
"132","4688","2020-02-04 00:00:00","48","7","10"
"132","4688","2020-02-04 00:00:00","51","507","1"
"132","4688","2020-02-04 00:00:00","19","48","4"
"132","4688","2020-02-04 00:00:00","61","48","6"
"132","4688","2020-02-04 00:00:00","16","7","14"
"132","4688","2020-02-04 00:00:00","32","307","1"
"132","4688","2020-02-04 00:00:00","0","48","-15"
"132","4688","2020-02-04 00:00:00","12","48","3"
"132","4688","2020-02-04 00:00:00","32","48","5"
"132","4688","2020-02-04 00:00:00","54","48","1"
"132","4688","2020-02-04 00:00:00","40","48","2"
"132","4688","2020-02-04 00:00:00","38","48","3"
"132","4688","2020-02-04 00:00:00","48","307","6"
"132","4688","2020-02-04 00:00:00","38","7","3"
"132","4688","2020-02-04 00:00:00","18","7","2"
"132","4688","2020-02-04 00:00:00","31","307","4"
"132","4688","2020-02-04 00:00:00","56","507","3"
"132","4688","2020-02-04 00:00:00","17","48","19"
"132","4688","2020-02-04 00:00:00","40","307","3"
"132","4688","2020-02-04 00:00:00","0","7","-108"
"132","4688","2020-02-04 00:00:00","19","7","1"
"132","4688","2020-02-04 00:00:00","15","7","8"
"132","4688","2020-02-04 00:00:00","24","7","4"
"132","4688","2020-02-04 00:00:00","26","307","1"
"132","4688","2020-02-04 00:00:00","19","507","1"
"132","4688","2020-02-04 00:00:00","0","528","1"
"132","4688","2020-02-04 00:00:00","61","7","5"
"132","4688","2020-02-04 00:00:00","15","307","2"
"132","4688","2020-02-04 00:00:00","21","48","12"
"132","4688","2020-02-04 00:00:00","24","48","11"
"132","4688","2020-02-04 00:00:00","15","48","11"
"132","4688","2020-02-04 00:00:00","25","48","2"
"132","4688","2020-02-04 00:00:00","0","507","-2"
"132","4688","2020-02-04 00:00:00","0","707","22"
"132","4688","2020-02-04 00:00:00","32","507","3"
"132","4688","2020-02-04 00:00:00","51","48","7"
"132","4688","2020-02-04 00:00:00","32","7","4"
"132","4688","2020-02-04 00:00:00","61","507","1"
"132","4688","2020-02-04 00:00:00","16","507","2"
"132","4688","2020-02-04 00:00:00","45","507","3"
"132","4688","2020-02-04 00:00:00","48","507","3"
"132","4688","2020-02-04 00:00:00","24","307","3"
"132","4688","2020-02-04 00:00:00","31","48","12"
"132","4688","2020-02-04 00:00:00","26","48","19"
"132","4688","2020-02-04 00:00:00","28","307","5"
"132","4688","2020-02-04 00:00:00","48","48","5"
"132","4688","2020-02-04 00:00:00","39","48","10"
"132","4688","2020-02-04 00:00:00","38","507","1"
"132","4688","2020-02-04 00:00:00","59","307","11"
"132","4688","2020-02-04 00:00:00","0","307","936"
"132","4688","2020-02-04 00:00:00","0","507","286"
"132","4688","2020-02-04 00:00:00","27","48","1"
"132","4688","2020-02-04 00:00:00","28","7","5"
"132","4688","2020-02-04 00:00:00","16","48","22"
"132","4688","2020-02-04 00:00:00","18","307","6"
"132","4688","2020-02-04 00:00:00","18","48","9"
"132","4688","2020-02-04 00:00:00","21","307","1"
"132","4688","2020-02-04 00:00:00","0","28","-4"
"132","4688","2020-02-04 00:00:00","17","507","2"
"132","4688","2020-02-04 00:00:00","0","28","2268"
"132","4688","2020-02-04 00:00:00","0","628","1575"
"132","4688","2020-02-04 00:00:00","16","48","-1"
"132","4688","2020-02-04 00:00:00","31","7","20"
"132","4688","2020-02-04 00:00:00","17","7","11"
"132","4688","2020-02-04 00:00:00","56","7","15"
"132","4688","2020-02-04 00:00:00","44","307","1"
"132","4688","2020-02-04 00:00:00","45","307","11"
"132","4688","2020-02-04 00:00:00","0","7","9262"
"132","4688","2020-02-04 00:00:00","0","48","10833"
"132","4688","2020-02-04 00:00:00","56","307","1"
"132","4688","2020-02-04 00:00:00","13","48","1"
"132","4688","2020-02-04 00:00:00","12","7","1"
"132","4688","2020-02-04 00:00:00","16","307","6"
"132","4688","2020-02-05 00:00:00","40","307","4"
"132","4688","2020-02-05 00:00:00","45","307","2"
"132","4688","2020-02-05 00:00:00","13","307","1"
"132","4688","2020-02-05 00:00:00","28","507","3"
"132","4688","2020-02-05 00:00:00","15","48","7"
"132","4688","2020-02-05 00:00:00","15","307","2"
"132","4688","2020-02-05 00:00:00","21","48","3"
"132","4688","2020-02-05 00:00:00","16","307","9"
"132","4688","2020-02-05 00:00:00","64","48","20"
"132","4688","2020-02-05 00:00:00","61","7","12"
"132","4688","2020-02-05 00:00:00","14","48","8"
"132","4688","2020-02-05 00:00:00","27","7","9"
"132","4688","2020-02-05 00:00:00","43","48","5"
"132","4688","2020-02-05 00:00:00","64","7","41"
"132","4688","2020-02-05 00:00:00","59","7","1"
"132","4688","2020-02-05 00:00:00","32","48","16"
"132","4688","2020-02-05 00:00:00","17","7","8"
"132","4688","2020-02-05 00:00:00","12","7","3"
"132","4688","2020-02-05 00:00:00","64","307","2"
"132","4688","2020-02-05 00:00:00","56","507","1"
"132","4688","2020-02-05 00:00:00","12","307","4"
"132","4688","2020-02-05 00:00:00","39","48","1"
"132","4688","2020-02-05 00:00:00","59","307","4"
"132","4688","2020-02-05 00:00:00","0","7","-91"
"132","4688","2020-02-05 00:00:00","0","48","-130"
"132","4688","2020-02-05 00:00:00","28","48","18"
"132","4688","2020-02-05 00:00:00","12","48","3"
"132","4688","2020-02-05 00:00:00","19","7","1"
"132","4688","2020-02-05 00:00:00","25","7","1"
"132","4688","2020-02-05 00:00:00","45","7","2"
"132","4688","2020-02-05 00:00:00","22","307","1"
"132","4688","2020-02-05 00:00:00","40","7","5"
"132","4688","2020-02-05 00:00:00","45","48","2"
"132","4688","2020-02-05 00:00:00","21","507","1"
"132","4688","2020-02-05 00:00:00","0","307","855"
"132","4688","2020-02-05 00:00:00","39","7","1"
"132","4688","2020-02-05 00:00:00","25","48","7"
"132","4688","2020-02-05 00:00:00","15","7","1"
"132","4688","2020-02-05 00:00:00","16","507","4"
"132","4688","2020-02-05 00:00:00","28","307","2"
"132","4688","2020-02-05 00:00:00","27","48","4"
"132","4688","2020-02-05 00:00:00","18","48","2"
"132","4688","2020-02-05 00:00:00","64","507","5"
"132","4688","2020-02-05 00:00:00","56","7","3"
"132","4688","2020-02-05 00:00:00","17","48","38"
"132","4688","2020-02-05 00:00:00","16","507","-1"
"132","4688","2020-02-05 00:00:00","17","48","-2"
"132","4688","2020-02-05 00:00:00","20","48","-1"
"132","4688","2020-02-05 00:00:00","64","507","-1"
"132","4688","2020-02-05 00:00:00","28","7","12"
"132","4688","2020-02-05 00:00:00","43","507","2"
"132","4688","2020-02-05 00:00:00","40","507","1"
"132","4688","2020-02-05 00:00:00","17","507","5"
"132","4688","2020-02-05 00:00:00","17","307","6"
"132","4688","2020-02-05 00:00:00","48","7","2"
"132","4688","2020-02-05 00:00:00","19","48","2"
"132","4688","2020-02-05 00:00:00","32","48","-2"
"132","4688","2020-02-05 00:00:00","61","7","-1"
"132","4688","2020-02-05 00:00:00","53","48","-1"
"132","4688","2020-02-05 00:00:00","14","307","2"
"132","4688","2020-02-05 00:00:00","0","507","-17"
"132","4688","2020-02-05 00:00:00","0","707","-2"
"132","4688","2020-02-05 00:00:00","16","7","-1"
"132","4688","2020-02-05 00:00:00","28","7","-1"
"132","4688","2020-02-05 00:00:00","18","7","7"
"132","4688","2020-02-05 00:00:00","0","507","309"
"132","4688","2020-02-05 00:00:00","14","507","2"
"132","4688","2020-02-05 00:00:00","32","307","4"
"132","4688","2020-02-05 00:00:00","53","7","3"
"132","4688","2020-02-05 00:00:00","23","48","5"
"132","4688","2020-02-05 00:00:00","56","48","1"
"132","4688","2020-02-05 00:00:00","0","7","8411"
"132","4688","2020-02-05 00:00:00","0","48","9803"
"132","4688","2020-02-05 00:00:00","0","628","1417"
"132","4688","2020-02-05 00:00:00","0","28","2142"
"132","4688","2020-02-05 00:00:00","0","707","38"
"132","4688","2020-02-05 00:00:00","59","507","1"
"132","4688","2020-02-05 00:00:00","18","307","1"
"132","4688","2020-02-05 00:00:00","20","48","8"
