CS_BILLING.CAMPAIGN_CHARGES
CS_ID,CAMPAIGN_ID,SRV_TYPE_ID,SRV_ID,BILLING_ID,DT,PRICE,AMOUNT,SUM,COMMENTS
"132","439","8","9","3","2020-02-02 00:00:00","83","1","83",null
"132","439","8","9","3","2020-02-02 00:00:00","84","1","84",null
"132","439","8","9","3","2020-02-02 00:00:00","85","1","85",null
"132","439","8","9","3","2020-02-02 00:00:00","88","1","88",null
"132","439","8","9","3","2020-02-02 00:00:00","91","1","91",null
"132","439","8","9","3","2020-02-02 00:00:00","93","2","186",null
"132","439","8","9","3","2020-02-02 00:00:00","95","1","95",null
"132","439","8","9","3","2020-02-02 00:00:00","96","2","192",null
"132","439","8","9","3","2020-02-02 00:00:00","97","3","291",null
"132","439","8","9","3","2020-02-02 00:00:00","99","2","198",null
"132","439","8","9","3","2020-02-02 00:00:00","100","11","1100",null
"132","439","8","9","4","2020-02-03 00:00:00","0","-3","0",null
"132","439","8","9","4","2020-02-03 00:00:00","0","273","0",null
"132","439","8","9","4","2020-02-03 00:00:00","3","1","3",null
"132","439","8","9","4","2020-02-03 00:00:00","4","2","8",null
"132","439","8","9","4","2020-02-03 00:00:00","6","1","6",null
"132","439","8","9","4","2020-02-03 00:00:00","8","1","8",null
"132","439","8","9","4","2020-02-03 00:00:00","11","1","11",null
"132","439","8","9","4","2020-02-03 00:00:00","14","1","14",null
"132","439","8","9","4","2020-02-03 00:00:00","15","1","15",null
"132","439","8","9","4","2020-02-03 00:00:00","16","1","16",null
"132","439","8","9","4","2020-02-03 00:00:00","20","2","40",null
"132","439","8","9","4","2020-02-03 00:00:00","23","2","46",null
"132","439","8","9","4","2020-02-03 00:00:00","26","1","26",null
"132","439","8","9","4","2020-02-03 00:00:00","32","2","64",null
"132","439","8","9","4","2020-02-03 00:00:00","40","2","80",null
"132","439","8","9","4","2020-02-03 00:00:00","41","1","41",null
"132","439","8","9","4","2020-02-03 00:00:00","43","1","43",null
"132","439","8","9","4","2020-02-03 00:00:00","45","1","45",null
"132","439","8","9","4","2020-02-03 00:00:00","47","1","47",null
"132","439","8","9","4","2020-02-03 00:00:00","49","2","98",null
"132","439","8","9","4","2020-02-03 00:00:00","53","1","53",null
"132","439","8","9","4","2020-02-03 00:00:00","55","1","55",null
"132","439","8","9","4","2020-02-03 00:00:00","57","1","57",null
"132","439","8","9","4","2020-02-03 00:00:00","61","1","61",null
"132","439","8","9","4","2020-02-03 00:00:00","63","1","63",null
"132","439","8","9","4","2020-02-03 00:00:00","77","2","154",null
"132","439","8","9","4","2020-02-03 00:00:00","78","1","78",null
"132","439","8","9","4","2020-02-03 00:00:00","80","1","80",null
"132","439","8","9","4","2020-02-03 00:00:00","81","1","81",null
"132","439","8","9","4","2020-02-03 00:00:00","83","1","83",null
"132","439","8","9","4","2020-02-03 00:00:00","84","1","84",null
"132","439","8","9","4","2020-02-03 00:00:00","88","2","176",null
"132","439","8","9","4","2020-02-03 00:00:00","89","1","89",null
"132","439","8","9","4","2020-02-03 00:00:00","90","1","90",null
"132","439","8","9","4","2020-02-03 00:00:00","91","3","273",null
"132","439","8","9","4","2020-02-03 00:00:00","92","1","92",null
"132","439","8","9","4","2020-02-03 00:00:00","93","1","93",null
"132","439","8","9","4","2020-02-03 00:00:00","94","1","94",null
"132","439","8","9","4","2020-02-03 00:00:00","96","1","96",null
"132","439","8","9","4","2020-02-03 00:00:00","98","1","98",null
"132","439","8","9","4","2020-02-03 00:00:00","99","1","99",null
"132","439","8","9","4","2020-02-03 00:00:00","100","8","800",null
"132","439","8","9","5","2020-02-04 00:00:00","0","-4","0",null
"132","439","8","9","5","2020-02-04 00:00:00","0","180","0",null
"132","439","8","9","5","2020-02-04 00:00:00","2","1","2",null
"132","439","8","9","5","2020-02-04 00:00:00","67","1","67",null
"132","439","8","9","5","2020-02-04 00:00:00","97","1","97",null
"132","439","8","9","5","2020-02-04 00:00:00","98","1","98",null
"132","439","8","9","5","2020-02-04 00:00:00","99","1","99",null
"132","439","8","9","5","2020-02-04 00:00:00","100","2","200",null
"132","439","8","9","6","2020-02-05 00:00:00","0","-3","0",null
"132","439","8","9","6","2020-02-05 00:00:00","0","151","0",null
"132","439","8","9","6","2020-02-05 00:00:00","9","-1","-9",null
"132","439","8","9","6","2020-02-05 00:00:00","9","3","27",null
"132","439","8","9","6","2020-02-05 00:00:00","12","1","12",null
"132","439","8","9","6","2020-02-05 00:00:00","20","1","20",null
"132","439","8","9","6","2020-02-05 00:00:00","34","-1","-34",null
"132","439","8","9","6","2020-02-05 00:00:00","34","2","68",null
"132","439","8","9","6","2020-02-05 00:00:00","71","-1","-71",null
"132","439","8","9","6","2020-02-05 00:00:00","71","2","142",null
"132","439","8","9","6","2020-02-05 00:00:00","85","-1","-85",null
"132","439","8","9","6","2020-02-05 00:00:00","85","2","170",null
"132","439","8","9","6","2020-02-05 00:00:00","89","1","89",null
"132","439","8","9","6","2020-02-05 00:00:00","95","1","95",null
"132","439","8","9","6","2020-02-05 00:00:00","99","1","99",null
"132","439","8","9","6","2020-02-05 00:00:00","100","4","400",null
"132","439","8","9","7","2020-02-06 00:00:00","0","-1","0",null
"132","439","8","9","7","2020-02-06 00:00:00","0","162","0",null
"132","439","8","9","7","2020-02-06 00:00:00","9","1","9",null
"132","439","8","9","7","2020-02-06 00:00:00","13","1","13",null
"132","439","8","9","7","2020-02-06 00:00:00","22","1","22",null
"132","439","8","9","7","2020-02-06 00:00:00","42","1","42",null
"132","439","8","9","7","2020-02-06 00:00:00","49","1","49",null
"132","439","8","9","7","2020-02-06 00:00:00","55","1","55",null
"132","439","8","9","7","2020-02-06 00:00:00","58","1","58",null
"132","439","8","9","7","2020-02-06 00:00:00","61","1","61",null
"132","439","8","9","7","2020-02-06 00:00:00","67","1","67",null
"132","439","8","9","7","2020-02-06 00:00:00","89","1","89",null
"132","439","8","9","7","2020-02-06 00:00:00","91","1","91",null
"132","439","8","9","7","2020-02-06 00:00:00","95","1","95",null
"132","439","8","9","7","2020-02-06 00:00:00","100","5","500",null
"132","439","8","9","8","2020-02-07 00:00:00","0","-2","0",null
"132","439","8","9","8","2020-02-07 00:00:00","0","173","0",null
"132","439","8","9","8","2020-02-07 00:00:00","1","2","2",null
"132","439","8","9","8","2020-02-07 00:00:00","13","1","13",null
"132","439","8","9","8","2020-02-07 00:00:00","20","1","20",null
"132","439","8","9","8","2020-02-07 00:00:00","57","3","171",null
"132","439","8","9","8","2020-02-07 00:00:00","90","1","90",null
"132","439","8","9","8","2020-02-07 00:00:00","91","1","91",null
"132","439","8","9","8","2020-02-07 00:00:00","96","1","96",null
"132","439","8","9","8","2020-02-07 00:00:00","100","1","100",null
"132","439","8","9","9","2020-02-08 00:00:00","0","-2","0",null
"132","439","8","9","9","2020-02-08 00:00:00","0","226","0",null
"132","439","8","9","9","2020-02-08 00:00:00","3","1","3",null
"132","439","8","9","9","2020-02-08 00:00:00","8","1","8",null
"132","439","8","9","9","2020-02-08 00:00:00","11","1","11",null
"132","439","8","9","9","2020-02-08 00:00:00","52","1","52",null
"132","439","8","9","9","2020-02-08 00:00:00","69","1","69",null
"132","439","8","9","9","2020-02-08 00:00:00","86","1","86",null
"132","439","8","9","9","2020-02-08 00:00:00","93","2","186",null
"132","439","8","9","9","2020-02-08 00:00:00","100","5","500",null
"132","439","8","9","10","2020-02-09 00:00:00","0","-2","0",null
"132","439","8","9","10","2020-02-09 00:00:00","0","253","0",null
"132","439","8","9","10","2020-02-09 00:00:00","13","1","13",null
"132","439","8","9","10","2020-02-09 00:00:00","22","1","22",null
"132","439","8","9","10","2020-02-09 00:00:00","69","1","69",null
"132","439","8","9","10","2020-02-09 00:00:00","72","1","72",null
"132","439","8","9","10","2020-02-09 00:00:00","88","1","88",null
"132","439","8","9","10","2020-02-09 00:00:00","89","1","89",null
"132","439","8","9","10","2020-02-09 00:00:00","100","4","400",null
"132","439","8","9","11","2020-02-10 00:00:00","0","-3","0",null
"132","439","8","9","11","2020-02-10 00:00:00","0","263","0",null
"132","439","8","9","11","2020-02-10 00:00:00","15","1","15",null
"132","439","8","9","11","2020-02-10 00:00:00","28","1","28",null
"132","439","8","9","11","2020-02-10 00:00:00","50","1","50",null
"132","439","8","9","11","2020-02-10 00:00:00","57","1","57",null
"132","439","8","9","11","2020-02-10 00:00:00","79","1","79",null
"132","439","8","9","11","2020-02-10 00:00:00","86","1","86",null
"132","439","8","9","11","2020-02-10 00:00:00","89","1","89",null
"132","439","8","9","11","2020-02-10 00:00:00","90","2","180",null
"132","439","8","9","11","2020-02-10 00:00:00","91","2","182",null
"132","439","8","9","11","2020-02-10 00:00:00","99","1","99",null
"132","439","8","9","12","2020-02-11 00:00:00","0","-4","0",null
"132","439","8","9","12","2020-02-11 00:00:00","0","248","0",null
"132","439","8","9","12","2020-02-11 00:00:00","1","1","1",null
"132","439","8","9","12","2020-02-11 00:00:00","7","2","14",null
"132","439","8","9","12","2020-02-11 00:00:00","9","1","9",null
"132","439","8","9","12","2020-02-11 00:00:00","29","1","29",null
"132","439","8","9","12","2020-02-11 00:00:00","39","1","39",null
"132","439","8","9","12","2020-02-11 00:00:00","59","1","59",null
"132","439","8","9","12","2020-02-11 00:00:00","81","1","81",null
"132","439","8","9","12","2020-02-11 00:00:00","87","1","87",null
"132","439","8","9","12","2020-02-11 00:00:00","88","1","88",null
"132","439","8","9","12","2020-02-11 00:00:00","89","3","267",null
"132","439","8","9","12","2020-02-11 00:00:00","90","1","90",null
"132","439","8","9","12","2020-02-11 00:00:00","94","1","94",null
"132","439","8","9","12","2020-02-11 00:00:00","95","1","95",null
"132","439","8","9","12","2020-02-11 00:00:00","97","1","97",null
"132","439","8","9","12","2020-02-11 00:00:00","98","1","98",null
"132","439","8","9","12","2020-02-11 00:00:00","100","1","100",null
"132","439","8","9","13","2020-02-12 00:00:00","0","-3","0",null
"132","439","8","9","13","2020-02-12 00:00:00","0","193","0",null
"132","439","8","9","13","2020-02-12 00:00:00","4","1","4",null
"132","439","8","9","13","2020-02-12 00:00:00","10","1","10",null
"132","439","8","9","13","2020-02-12 00:00:00","20","1","20",null
"132","439","8","9","13","2020-02-12 00:00:00","25","1","25",null
"132","439","8","9","13","2020-02-12 00:00:00","55","1","55",null
"132","439","8","9","13","2020-02-12 00:00:00","66","2","132",null
"132","439","8","9","13","2020-02-12 00:00:00","80","1","80",null
"132","439","8","9","13","2020-02-12 00:00:00","88","2","176",null
"132","439","8","9","13","2020-02-12 00:00:00","90","4","360",null
"132","439","8","9","13","2020-02-12 00:00:00","92","4","368",null
"132","439","8","9","13","2020-02-12 00:00:00","99","1","99",null
"132","439","8","9","13","2020-02-12 00:00:00","100","2","200",null
"132","439","8","9","14","2020-02-13 00:00:00","0","-2","0",null
"132","439","8","9","14","2020-02-13 00:00:00","0","190","0",null
"132","439","8","9","14","2020-02-13 00:00:00","8","1","8",null
"132","439","8","9","14","2020-02-13 00:00:00","26","1","26",null
"132","439","8","9","14","2020-02-13 00:00:00","32","1","32",null
"132","439","8","9","14","2020-02-13 00:00:00","46","1","46",null
"132","439","8","9","14","2020-02-13 00:00:00","62","1","62",null
"132","439","8","9","14","2020-02-13 00:00:00","63","1","63",null
"132","439","8","9","14","2020-02-13 00:00:00","83","1","83",null
"132","439","8","9","14","2020-02-13 00:00:00","88","2","176",null
"132","439","8","9","14","2020-02-13 00:00:00","89","1","89",null
"132","439","8","9","14","2020-02-13 00:00:00","91","1","91",null
"132","439","8","9","14","2020-02-13 00:00:00","92","1","92",null
"132","439","8","9","14","2020-02-13 00:00:00","95","1","95",null
"132","439","8","9","14","2020-02-13 00:00:00","99","2","198",null
"132","439","8","9","14","2020-02-13 00:00:00","100","5","500",null
"132","439","8","9","15","2020-02-14 00:00:00","0","-1","0",null
"132","439","8","9","15","2020-02-14 00:00:00","0","149","0",null
"132","439","8","9","15","2020-02-14 00:00:00","2","1","2",null
"132","439","8","9","15","2020-02-14 00:00:00","6","1","6",null
"132","439","8","9","15","2020-02-14 00:00:00","7","1","7",null
"132","439","8","9","15","2020-02-14 00:00:00","29","1","29",null
"132","439","8","9","15","2020-02-14 00:00:00","36","1","36",null
"132","439","8","9","15","2020-02-14 00:00:00","50","1","50",null
"132","439","8","9","15","2020-02-14 00:00:00","86","1","86",null
"132","439","8","9","15","2020-02-14 00:00:00","90","1","90",null
"132","439","8","9","15","2020-02-14 00:00:00","91","2","182",null
"132","439","8","9","15","2020-02-14 00:00:00","99","1","99",null
"132","439","8","9","15","2020-02-14 00:00:00","100","3","300",null
"132","439","8","9","16","2020-02-15 00:00:00","0","-3","0",null
"132","439","8","9","16","2020-02-15 00:00:00","0","268","0",null
"132","439","8","9","16","2020-02-15 00:00:00","8","1","8",null
"132","439","8","9","16","2020-02-15 00:00:00","12","1","12",null
"132","439","8","9","16","2020-02-15 00:00:00","21","1","21",null
"132","439","8","9","16","2020-02-15 00:00:00","30","1","30",null
"132","439","8","9","16","2020-02-15 00:00:00","40","1","40",null
"132","439","8","9","16","2020-02-15 00:00:00","47","1","47",null
"132","439","8","9","16","2020-02-15 00:00:00","75","1","75",null
"132","439","8","9","16","2020-02-15 00:00:00","79","1","79",null
"132","439","8","9","16","2020-02-15 00:00:00","89","1","89",null
"132","439","8","9","16","2020-02-15 00:00:00","91","1","91",null
"132","439","8","9","16","2020-02-15 00:00:00","93","1","93",null
"132","439","8","9","16","2020-02-15 00:00:00","94","1","94",null
"132","439","8","9","16","2020-02-15 00:00:00","95","1","95",null
"132","439","8","9","16","2020-02-15 00:00:00","99","1","99",null
"132","439","8","9","16","2020-02-15 00:00:00","100","5","500",null
"132","439","8","9","17","2020-02-16 00:00:00","0","-1","0",null
"132","439","8","9","17","2020-02-16 00:00:00","0","257","0",null
"132","439","8","9","17","2020-02-16 00:00:00","14","1","14",null
"132","439","8","9","17","2020-02-16 00:00:00","29","2","58",null
"132","439","8","9","17","2020-02-16 00:00:00","33","1","33",null
"132","439","8","9","17","2020-02-16 00:00:00","44","1","44",null
"132","439","8","9","17","2020-02-16 00:00:00","63","1","63",null
"132","439","8","9","17","2020-02-16 00:00:00","87","1","87",null
"132","439","8","9","17","2020-02-16 00:00:00","88","1","88",null
"132","439","8","9","17","2020-02-16 00:00:00","90","1","90",null
"132","439","8","9","17","2020-02-16 00:00:00","91","2","182",null
"132","439","8","9","17","2020-02-16 00:00:00","98","1","98",null
"132","439","8","9","17","2020-02-16 00:00:00","100","4","400",null
"132","439","8","9","18","2020-02-17 00:00:00","0","-3","0",null
"132","439","8","9","18","2020-02-17 00:00:00","0","252","0",null
"132","439","8","9","18","2020-02-17 00:00:00","6","2","12",null
"132","439","8","9","18","2020-02-17 00:00:00","10","1","10",null
"132","439","8","9","18","2020-02-17 00:00:00","28","1","28",null
"132","439","8","9","18","2020-02-17 00:00:00","34","1","34",null
"132","439","8","9","18","2020-02-17 00:00:00","61","1","61",null
"132","439","8","9","18","2020-02-17 00:00:00","72","1","72",null
"132","439","8","9","18","2020-02-17 00:00:00","85","1","85",null
"132","439","8","9","18","2020-02-17 00:00:00","86","1","86",null
"132","439","8","9","18","2020-02-17 00:00:00","92","1","92",null
"132","439","8","9","18","2020-02-17 00:00:00","94","1","94",null
"132","439","8","9","18","2020-02-17 00:00:00","100","3","300",null
"132","439","8","9","19","2020-02-18 00:00:00","0","-7","0",null
"132","439","8","9","19","2020-02-18 00:00:00","0","253","0",null
"132","439","8","9","19","2020-02-18 00:00:00","3","1","3",null
"132","439","8","9","19","2020-02-18 00:00:00","14","1","14",null
"132","439","8","9","19","2020-02-18 00:00:00","24","1","24",null
"132","439","8","9","19","2020-02-18 00:00:00","33","1","33",null
"132","439","8","9","19","2020-02-18 00:00:00","48","1","48",null
"132","439","8","9","19","2020-02-18 00:00:00","67","1","67",null
"132","439","8","9","19","2020-02-18 00:00:00","74","1","74",null
"132","439","8","9","19","2020-02-18 00:00:00","75","1","75",null
"132","439","8","9","19","2020-02-18 00:00:00","80","1","80",null
"132","439","8","9","19","2020-02-18 00:00:00","100","1","100",null
"132","439","8","9","20","2020-02-19 00:00:00","0","-4","0",null
"132","439","8","9","20","2020-02-19 00:00:00","0","145","0",null
"132","439","8","9","20","2020-02-19 00:00:00","12","1","12",null
"132","439","8","9","20","2020-02-19 00:00:00","16","1","16",null
"132","439","8","9","20","2020-02-19 00:00:00","25","1","25",null
"132","439","8","9","20","2020-02-19 00:00:00","30","1","30",null
"132","439","8","9","20","2020-02-19 00:00:00","32","1","32",null
"132","439","8","9","20","2020-02-19 00:00:00","72","1","72",null
"132","439","8","9","20","2020-02-19 00:00:00","87","1","87",null
"132","439","8","9","20","2020-02-19 00:00:00","99","2","198",null
"132","439","8","9","20","2020-02-19 00:00:00","100","2","200",null
"132","439","8","9","21","2020-02-20 00:00:00","0","-2","0",null
"132","439","8","9","21","2020-02-20 00:00:00","0","156","0",null
"132","439","8","9","21","2020-02-20 00:00:00","2","1","2",null
"132","439","8","9","21","2020-02-20 00:00:00","7","1","7",null
"132","439","8","9","21","2020-02-20 00:00:00","36","1","36",null
"132","439","8","9","21","2020-02-20 00:00:00","37","1","37",null
"132","439","8","9","21","2020-02-20 00:00:00","49","1","49",null
"132","439","8","9","21","2020-02-20 00:00:00","50","2","100",null
"132","439","8","9","21","2020-02-20 00:00:00","57","1","57",null
"132","439","8","9","21","2020-02-20 00:00:00","61","1","61",null
"132","439","8","9","21","2020-02-20 00:00:00","89","1","89",null
"132","439","8","9","21","2020-02-20 00:00:00","90","1","90",null
"132","439","8","9","21","2020-02-20 00:00:00","91","1","91",null
"132","439","8","9","21","2020-02-20 00:00:00","100","1","100",null
"132","439","8","9","22","2020-02-21 00:00:00","0","-1","0",null
"132","439","8","9","22","2020-02-21 00:00:00","0","132","0",null
"132","439","8","9","22","2020-02-21 00:00:00","24","1","24",null
"132","439","8","9","22","2020-02-21 00:00:00","28","1","28",null
"132","439","8","9","22","2020-02-21 00:00:00","30","1","30",null
"132","439","8","9","22","2020-02-21 00:00:00","62","1","62",null
"132","439","8","9","22","2020-02-21 00:00:00","100","1","100",null
"132","439","8","9","23","2020-02-22 00:00:00","0","184","0",null
"132","439","8","9","23","2020-02-22 00:00:00","4","1","4",null
"132","439","8","9","23","2020-02-22 00:00:00","10","1","10",null
"132","439","8","9","23","2020-02-22 00:00:00","15","1","15",null
"132","439","8","9","23","2020-02-22 00:00:00","35","1","35",null
"132","439","8","9","23","2020-02-22 00:00:00","61","1","61",null
"132","439","8","9","23","2020-02-22 00:00:00","100","1","100",null
"132","439","8","9","24","2020-02-23 00:00:00","0","-1","0",null
"132","439","8","9","24","2020-02-23 00:00:00","0","144","0",null
"132","439","8","9","24","2020-02-23 00:00:00","4","1","4",null
"132","439","8","9","24","2020-02-23 00:00:00","6","1","6",null
"132","439","8","9","24","2020-02-23 00:00:00","15","1","15",null
"132","439","8","9","24","2020-02-23 00:00:00","17","1","17",null
"132","439","8","9","24","2020-02-23 00:00:00","33","1","33",null
"132","439","8","9","24","2020-02-23 00:00:00","84","1","84",null
"132","439","8","9","24","2020-02-23 00:00:00","87","1","87",null
"132","439","8","9","24","2020-02-23 00:00:00","100","1","100",null
"132","439","8","9","25","2020-02-24 00:00:00","0","-1","0",null
"132","439","8","9","25","2020-02-24 00:00:00","0","213","0",null
"132","439","8","9","25","2020-02-24 00:00:00","6","1","6",null
"132","439","8","9","25","2020-02-24 00:00:00","10","1","10",null
"132","439","8","9","25","2020-02-24 00:00:00","15","1","15",null
"132","439","8","9","25","2020-02-24 00:00:00","18","1","18",null
"132","439","8","9","25","2020-02-24 00:00:00","25","1","25",null
"132","439","8","9","25","2020-02-24 00:00:00","37","1","37",null
"132","439","8","9","25","2020-02-24 00:00:00","39","1","39",null
"132","439","8","9","25","2020-02-24 00:00:00","40","1","40",null
"132","439","8","9","25","2020-02-24 00:00:00","49","1","49",null
"132","439","8","9","25","2020-02-24 00:00:00","87","1","87",null
"132","439","8","9","25","2020-02-24 00:00:00","100","3","300",null
"132","439","8","9","26","2020-02-25 00:00:00","0","-2","0",null
"132","439","8","9","26","2020-02-25 00:00:00","0","175","0",null
"132","439","8","9","26","2020-02-25 00:00:00","20","1","20",null
"132","439","8","9","26","2020-02-25 00:00:00","21","1","21",null
"132","439","8","9","26","2020-02-25 00:00:00","34","1","34",null
"132","439","8","9","26","2020-02-25 00:00:00","37","1","37",null
"132","439","8","9","26","2020-02-25 00:00:00","48","1","48",null
"132","439","8","9","26","2020-02-25 00:00:00","87","1","87",null
"132","439","8","9","26","2020-02-25 00:00:00","91","2","182",null
"132","439","8","9","27","2020-02-26 00:00:00","0","-6","0",null
"132","439","8","9","27","2020-02-26 00:00:00","0","237","0",null
"132","439","8","9","27","2020-02-26 00:00:00","2","1","2",null
"132","439","8","9","27","2020-02-26 00:00:00","4","1","4",null
"132","439","8","9","27","2020-02-26 00:00:00","31","1","31",null
"132","439","8","9","27","2020-02-26 00:00:00","47","1","47",null
"132","439","8","9","27","2020-02-26 00:00:00","50","1","50",null
"132","439","8","9","27","2020-02-26 00:00:00","67","1","67",null
"132","439","8","9","27","2020-02-26 00:00:00","86","1","86",null
"132","439","8","9","27","2020-02-26 00:00:00","87","1","87",null
"132","439","8","9","27","2020-02-26 00:00:00","99","1","99",null
"132","439","8","9","27","2020-02-26 00:00:00","100","1","100",null
"132","439","8","9","28","2020-02-27 00:00:00","0","-96","0",null
"132","439","8","9","28","2020-02-27 00:00:00","0","190","0",null
"132","439","8","9","28","2020-02-27 00:00:00","10","1","10",null
"132","439","8","9","28","2020-02-27 00:00:00","15","1","15",null
"132","439","8","9","28","2020-02-27 00:00:00","19","1","19",null
"132","439","8","9","28","2020-02-27 00:00:00","27","1","27",null
"132","439","8","9","28","2020-02-27 00:00:00","31","1","31",null
"132","439","8","9","28","2020-02-27 00:00:00","39","2","78",null
"132","439","8","9","28","2020-02-27 00:00:00","49","1","49",null
"132","439","8","9","28","2020-02-27 00:00:00","84","1","84",null
"132","439","8","9","29","2020-02-28 00:00:00","0","-6","0",null
"132","439","8","9","29","2020-02-28 00:00:00","0","127","0",null
"132","439","8","9","29","2020-02-28 00:00:00","4","1","4",null
"132","439","8","9","29","2020-02-28 00:00:00","13","-1","-13",null
"132","439","8","9","29","2020-02-28 00:00:00","13","1","13",null
"132","439","8","9","29","2020-02-28 00:00:00","14","1","14",null
"132","439","8","9","29","2020-02-28 00:00:00","25","1","25",null
"132","439","8","9","29","2020-02-28 00:00:00","31","1","31",null
"132","439","8","9","29","2020-02-28 00:00:00","35","1","35",null
"132","439","8","9","29","2020-02-28 00:00:00","37","1","37",null
"132","439","8","9","29","2020-02-28 00:00:00","49","1","49",null
"132","439","8","9","29","2020-02-28 00:00:00","60","1","60",null
"132","439","8","9","29","2020-02-28 00:00:00","76","2","152",null
"132","439","8","9","29","2020-02-28 00:00:00","80","1","80",null
"132","439","8","9","29","2020-02-28 00:00:00","89","1","89",null
"132","439","8","9","29","2020-02-28 00:00:00","94","1","94",null
"132","439","8","9","29","2020-02-28 00:00:00","97","1","97",null
"132","439","8","9","30","2020-02-29 00:00:00","0","-23","0",null
"132","439","8","9","30","2020-02-29 00:00:00","0","98","0",null
"132","439","8","9","30","2020-02-29 00:00:00","4","1","4",null
"132","439","8","9","30","2020-02-29 00:00:00","7","1","7",null
"132","439","8","9","30","2020-02-29 00:00:00","50","1","50",null
"132","439","8","9","30","2020-02-29 00:00:00","69","1","69",null
"132","439","8","9","30","2020-02-29 00:00:00","89","1","89",null
"132","439","8",null,"30","2020-02-29 00:00:00","38666","1","38666","Начисление до суммы установленной по тарифу"
"132","439","8","9","31","2020-03-01 00:00:00","0","-10","0",null
"132","439","8","9","31","2020-03-01 00:00:00","0","99","0",null
"132","439","8","9","31","2020-03-01 00:00:00","55","1","55",null
"132","439","8","9","31","2020-03-01 00:00:00","70","1","70",null
"132","439","8","9","31","2020-03-01 00:00:00","100","1","100",null
"132","439","8","9","32","2020-03-02 00:00:00","0","-2","0",null
"132","439","8","9","32","2020-03-02 00:00:00","0","113","0",null
"132","439","8","9","32","2020-03-02 00:00:00","2","1","2",null
"132","439","8","9","32","2020-03-02 00:00:00","7","1","7",null
"132","439","8","9","32","2020-03-02 00:00:00","19","-2","-38",null
"132","439","8","9","32","2020-03-02 00:00:00","19","2","38",null
"132","439","8","9","32","2020-03-02 00:00:00","21","1","21",null
"132","439","8","9","32","2020-03-02 00:00:00","33","1","33",null
"132","439","8","9","32","2020-03-02 00:00:00","45","1","45",null
"132","439","8","9","32","2020-03-02 00:00:00","46","1","46",null
"132","439","8","9","32","2020-03-02 00:00:00","49","1","49",null
"132","439","8","9","32","2020-03-02 00:00:00","56","1","56",null
"132","439","8","9","32","2020-03-02 00:00:00","58","1","58",null
"132","439","8","9","32","2020-03-02 00:00:00","96","1","96",null
"132","439","8","9","32","2020-03-02 00:00:00","98","1","98",null
