CS_BILLING.DS_CUTOFF_ARCHIVE
CS_ID,ID,DATASOURCE_ID,FROM_TIME,TO_TIME,TYPE_ID,CUSTOM_TAG
"132","20372","438","2019-09-01 00:00:00","2019-09-01 00:00:00","1",null
"132","21046","438","2019-09-29 11:25:16","2019-10-01 00:00:00","1",null
"132","22489","438","2019-10-31 16:05:16","2019-11-01 10:05:15","1",null
"132","23286","438","2019-12-01 00:00:00","2019-12-01 08:05:20","1",null
"132","23868","438","2019-12-23 13:40:18","2019-12-25 15:35:23","1",null
"132","23940","438","2019-12-25 15:40:13","2019-12-25 15:45:12","1",null
"132","23971","438","2019-12-25 15:45:13","2019-12-25 15:50:12","1",null
"132","23999","438","2019-12-25 15:50:13","2019-12-25 15:55:11","1",null
"132","24030","438","2019-12-25 16:00:12","2019-12-25 16:05:13","1",null
"132","24058","438","2019-12-25 16:05:14","2019-12-25 16:10:13","1",null
"132","24090","438","2019-12-25 16:15:13","2019-12-25 16:20:13","1",null
"132","24114","438","2019-12-25 16:20:15","2019-12-25 16:25:11","1",null
"132","24147","438","2019-12-25 16:30:13","2019-12-25 16:35:13","1",null
"132","24181","438","2019-12-25 16:40:12","2019-12-25 16:45:12","1",null
"132","24205","438","2019-12-25 16:45:13","2019-12-25 16:50:12","1",null
"132","24236","438","2019-12-25 16:55:12","2019-12-25 17:00:13","1",null
"132","24267","438","2019-12-25 17:05:16","2019-12-25 17:10:12","1",null
"132","24298","438","2019-12-25 17:15:12","2019-12-25 17:20:13","1",null
"132","24313","438","2019-12-25 17:20:14","2019-12-25 17:25:13","1",null
"132","24337","438","2019-12-25 17:25:14","2019-12-25 17:30:13","1",null
"132","24368","438","2019-12-25 17:35:12","2019-12-25 17:40:13","1",null
"132","24399","438","2019-12-25 17:45:12","2019-12-25 17:50:13","1",null
"132","24431","438","2019-12-25 17:50:14","2019-12-25 17:55:12","1",null
"132","24462","438","2019-12-25 18:00:12","2019-12-25 18:05:13","1",null
"132","24489","438","2019-12-25 18:05:14","2019-12-25 18:10:13","1",null
"132","24520","438","2019-12-25 18:15:13","2019-12-25 18:20:13","1",null
"132","24552","438","2019-12-25 18:25:13","2019-12-25 18:30:13","1",null
"132","24568","438","2019-12-25 18:30:14","2019-12-25 18:35:14","1",null
"132","24591","438","2019-12-25 18:35:15","2019-12-25 18:40:12","1",null
"132","24622","438","2019-12-25 18:45:13","2019-12-25 18:50:13","1",null
"132","24648","438","2019-12-25 18:50:14","2019-12-25 18:55:13","1",null
"132","24679","438","2019-12-25 19:00:13","2019-12-25 19:05:15","1",null
"132","24703","438","2019-12-25 19:05:16","2019-12-25 19:10:12","1",null
"132","24734","438","2019-12-25 19:15:12","2019-12-25 19:20:13","1",null
"132","24758","438","2019-12-25 19:20:14","2019-12-25 19:25:13","1",null
"132","24789","438","2019-12-25 19:30:20","2019-12-25 19:35:13","1",null
"132","24816","438","2019-12-25 19:35:14","2019-12-25 19:40:16","1",null
"132","24847","438","2019-12-25 19:45:12","2019-12-25 19:50:13","1",null
"132","24879","438","2019-12-25 19:50:14","2019-12-25 19:55:12","1",null
"132","24916","438","2019-12-25 20:00:14","2019-12-25 20:05:12","1",null
"132","24946","438","2019-12-25 20:10:12","2019-12-25 20:15:12","1",null
"132","24968","438","2019-12-25 20:15:13","2019-12-25 20:20:14","1",null
"132","25001","438","2019-12-25 20:25:12","2019-12-25 20:30:13","1",null
"132","25022","438","2019-12-25 20:30:14","2019-12-25 20:35:12","1",null
"132","25043","438","2019-12-25 20:35:13","2019-12-25 20:40:12","1",null
"132","25074","438","2019-12-25 20:45:13","2019-12-25 20:50:13","1",null
"132","25107","438","2019-12-25 20:55:12","2019-12-25 21:00:13","1",null
"132","25137","438","2019-12-25 21:05:13","2019-12-25 21:10:13","1",null
"132","25154","438","2019-12-25 21:10:14","2019-12-25 21:15:18","1",null
"132","25189","438","2019-12-25 21:20:13","2019-12-25 21:25:12","1",null
"132","25225","438","2019-12-25 21:30:12","2019-12-25 21:35:12","1",null
"132","25255","438","2019-12-25 21:40:12","2019-12-25 21:45:13","1",null
"132","25285","438","2019-12-25 21:50:12","2019-12-25 21:55:13","1",null
"132","25316","438","2019-12-25 22:00:12","2019-12-25 22:05:13","1",null
"132","25350","438","2019-12-25 22:10:12","2019-12-25 22:15:13","1",null
"132","25374","438","2019-12-25 22:15:14","2019-12-25 22:20:13","1",null
"132","25397","438","2019-12-25 22:20:14","2019-12-25 22:25:12","1",null
"132","25416","438","2019-12-25 22:25:15","2019-12-25 22:30:13","1",null
"132","25439","438","2019-12-25 22:30:14","2019-12-25 22:35:13","1",null
"132","25472","438","2019-12-25 22:40:13","2019-12-25 22:45:13","1",null
"132","25491","438","2019-12-25 22:45:14","2019-12-25 22:50:14","1",null
"132","25515","438","2019-12-25 22:50:16","2019-12-25 22:55:12","1",null
"132","25550","438","2019-12-25 23:00:17","2019-12-25 23:05:13","1",null
"132","25581","438","2019-12-25 23:10:13","2019-12-25 23:15:17","1",null
"132","25616","438","2019-12-25 23:20:15","2019-12-25 23:25:17","1",null
"132","25646","438","2019-12-25 23:30:13","2019-12-25 23:35:13","1",null
"132","25669","438","2019-12-25 23:35:15","2019-12-25 23:40:15","1",null
"132","25699","438","2019-12-25 23:45:13","2019-12-25 23:50:15","1",null
"132","25730","438","2019-12-25 23:55:15","2019-12-26 00:00:14","1",null
"132","25752","438","2019-12-26 00:00:15","2019-12-26 00:05:13","1",null
"132","25777","438","2019-12-26 00:05:14","2019-12-26 00:10:12","1",null
"132","25802","438","2019-12-26 00:10:13","2019-12-26 00:15:12","1",null
"132","25829","438","2019-12-26 00:15:13","2019-12-26 00:20:13","1",null
"132","25859","438","2019-12-26 00:26:17","2019-12-26 00:30:13","1",null
"132","25887","438","2019-12-26 00:30:14","2019-12-26 00:35:12","1",null
"132","25924","438","2019-12-26 00:40:12","2019-12-26 00:45:12","1",null
"132","25943","438","2019-12-26 00:45:13","2019-12-26 00:50:14","1",null
"132","25976","438","2019-12-26 00:55:12","2019-12-26 01:00:15","1",null
"132","26008","438","2019-12-26 01:05:14","2019-12-26 01:10:17","1",null
"132","26042","438","2019-12-26 01:15:13","2019-12-26 01:20:13","1",null
"132","26072","438","2019-12-26 01:25:12","2019-12-26 01:30:13","1",null
"132","26102","438","2019-12-26 01:35:14","2019-12-26 01:40:13","1",null
"132","26135","438","2019-12-26 01:45:13","2019-12-26 01:50:13","1",null
"132","26158","438","2019-12-26 01:50:14","2019-12-26 01:55:13","1",null
"132","26188","438","2019-12-26 02:00:14","2019-12-26 02:05:20","1",null
"132","26220","438","2019-12-26 02:10:13","2019-12-26 02:15:14","1",null
"132","26251","438","2019-12-26 02:20:13","2019-12-26 02:25:14","1",null
"132","26283","438","2019-12-26 02:30:15","2019-12-26 02:35:17","1",null
"132","26308","438","2019-12-26 02:35:18","2019-12-26 02:40:13","1",null
"132","26333","438","2019-12-26 02:40:14","2019-12-26 02:45:14","1",null
"132","26364","438","2019-12-26 02:50:14","2019-12-26 02:55:14","1",null
"132","26399","438","2019-12-26 03:00:17","2019-12-26 03:05:14","1",null
"132","26432","438","2019-12-26 03:10:12","2019-12-26 03:15:15","1",null
"132","26459","438","2019-12-26 03:15:16","2019-12-26 03:20:14","1",null
"132","26491","438","2019-12-26 03:25:12","2019-12-26 03:30:20","1",null
"132","26527","438","2019-12-26 03:35:14","2019-12-26 03:40:17","1",null
"132","26557","438","2019-12-26 03:45:12","2019-12-26 03:50:14","1",null
"132","26587","438","2019-12-26 03:50:15","2019-12-26 03:55:12","1",null
"132","26617","438","2019-12-26 04:00:20","2019-12-26 04:05:14","1",null
"132","26647","438","2019-12-26 04:10:14","2019-12-26 04:15:13","1",null
"132","26679","438","2019-12-26 04:20:14","2019-12-26 04:25:12","1",null
"132","26713","438","2019-12-26 04:30:12","2019-12-26 04:35:14","1",null
"132","26744","438","2019-12-26 04:40:12","2019-12-26 04:45:13","1",null
"132","26775","438","2019-12-26 04:50:12","2019-12-26 04:55:12","1",null
"132","26801","438","2019-12-26 04:55:13","2019-12-26 05:00:13","1",null
"132","26833","438","2019-12-26 05:05:15","2019-12-26 05:10:12","1",null
"132","26864","438","2019-12-26 05:15:13","2019-12-26 05:20:13","1",null
"132","26882","438","2019-12-26 05:20:14","2019-12-26 05:25:13","1",null
"132","26905","438","2019-12-26 05:25:14","2019-12-26 05:30:13","1",null
"132","26935","438","2019-12-26 05:35:12","2019-12-26 05:40:12","1",null
"132","26965","438","2019-12-26 05:45:15","2019-12-26 05:50:13","1",null
"132","26981","438","2019-12-26 05:50:14","2019-12-26 05:55:13","1",null
"132","27011","438","2019-12-26 06:00:15","2019-12-26 06:05:13","1",null
"132","27033","438","2019-12-26 06:05:14","2019-12-26 06:10:13","1",null
"132","27067","438","2019-12-26 06:15:13","2019-12-26 06:20:13","1",null
"132","27097","438","2019-12-26 06:25:12","2019-12-26 06:30:14","1",null
"132","27116","438","2019-12-26 06:30:15","2019-12-26 06:35:13","1",null
"132","27141","438","2019-12-26 06:35:14","2019-12-26 06:40:13","1",null
"132","27172","438","2019-12-26 06:45:13","2019-12-26 06:50:13","1",null
"132","27195","438","2019-12-26 06:50:14","2019-12-26 06:55:12","1",null
"132","27225","438","2019-12-26 07:00:14","2019-12-26 07:05:15","1",null
"132","27256","438","2019-12-26 07:10:13","2019-12-26 07:15:12","1",null
"132","27287","438","2019-12-26 07:20:13","2019-12-26 07:25:11","1",null
"132","27320","438","2019-12-26 07:30:14","2019-12-26 07:35:14","1",null
"132","27356","438","2019-12-26 07:40:13","2019-12-26 07:45:14","1",null
"132","27389","438","2019-12-26 07:50:13","2019-12-26 07:55:12","1",null
"132","27409","438","2019-12-26 07:55:13","2019-12-26 08:00:13","1",null
"132","27428","438","2019-12-26 08:00:14","2019-12-26 08:05:13","1",null
"132","27462","438","2019-12-26 08:10:12","2019-12-26 08:15:15","1",null
"132","27492","438","2019-12-26 08:20:12","2019-12-26 08:25:14","1",null
"132","27523","438","2019-12-26 08:30:12","2019-12-26 08:35:13","1",null
"132","27554","438","2019-12-26 08:40:11","2019-12-26 08:45:14","1",null
"132","27587","438","2019-12-26 08:50:13","2019-12-26 08:55:12","1",null
"132","27612","438","2019-12-26 08:55:13","2019-12-26 09:00:14","1",null
"132","27645","438","2019-12-26 09:05:18","2019-12-26 09:10:12","1",null
"132","27677","438","2019-12-26 09:15:13","2019-12-26 09:20:13","1",null
"132","27713","438","2019-12-26 09:25:12","2019-12-26 09:30:13","1",null
"132","27727","438","2019-12-26 09:30:14","2019-12-26 09:35:14","1",null
"132","27756","438","2019-12-26 09:35:15","2019-12-26 09:40:13","1",null
"132","27786","438","2019-12-26 09:45:13","2019-12-26 09:50:13","1",null
"132","27816","438","2019-12-26 09:50:15","2019-12-26 09:55:12","1",null
"132","27855","438","2019-12-26 10:00:15","2019-12-26 10:05:14","1",null
"132","27889","438","2019-12-26 10:10:13","2019-12-26 10:15:14","1",null
"132","27924","438","2019-12-26 10:20:14","2019-12-26 10:25:12","1",null
"132","27958","438","2019-12-26 10:30:13","2019-12-26 10:35:12","1",null
"132","27985","438","2019-12-26 10:35:13","2019-12-26 10:40:13","1",null
"132","28019","438","2019-12-26 10:45:14","2019-12-26 10:50:13","1",null
"132","28049","438","2019-12-26 10:55:12","2019-12-26 11:00:14","1",null
"132","28073","438","2019-12-26 11:00:15","2019-12-26 11:05:22","1",null
"132","28109","438","2019-12-26 11:10:14","2019-12-26 11:15:14","1",null
"132","28140","438","2019-12-26 11:20:13","2019-12-26 11:25:14","1",null
"132","28172","438","2019-12-26 11:30:14","2019-12-26 11:35:15","1",null
"132","28202","438","2019-12-26 11:37:00","2019-12-26 11:40:14","1",null
"132","28230","438","2019-12-26 11:40:15","2019-12-26 11:45:13","1",null
"132","28264","438","2019-12-26 11:50:13","2019-12-26 11:55:12","1",null
"132","28295","438","2019-12-26 12:00:13","2019-12-26 12:05:13","1",null
"132","28320","438","2019-12-26 12:05:14","2019-12-26 12:10:12","1",null
"132","28350","438","2019-12-26 12:15:14","2019-12-26 12:20:13","1",null
"132","28383","438","2019-12-26 12:25:12","2019-12-26 12:30:13","1",null
"132","28413","438","2019-12-26 12:35:13","2019-12-26 12:40:12","1",null
"132","28434","438","2019-12-26 12:40:13","2019-12-26 12:45:22","1",null
"132","28457","438","2019-12-26 12:45:23","2019-12-26 12:50:12","1",null
"132","28478","438","2019-12-26 12:50:13","2019-12-26 12:55:13","1",null
"132","28510","438","2019-12-26 13:00:14","2019-12-26 13:05:14","1",null
"132","28537","438","2019-12-26 13:05:15","2019-12-26 13:10:14","1",null
"132","28567","438","2019-12-26 13:15:14","2019-12-26 13:20:13","1",null
"132","28597","438","2019-12-26 13:25:13","2019-12-26 13:30:14","1",null
"132","28629","438","2019-12-26 13:35:15","2019-12-26 13:40:13","1",null
"132","28663","438","2019-12-26 13:45:15","2019-12-26 13:50:13","1",null
"132","28693","438","2019-12-26 13:55:15","2019-12-26 14:00:17","1",null
"132","28716","438","2019-12-26 14:00:21","2019-12-26 14:05:16","1",null
"132","28746","438","2019-12-26 14:10:15","2019-12-26 14:15:14","1",null
"132","28772","438","2019-12-26 14:15:16","2019-12-26 14:20:14","1",null
"132","28804","438","2019-12-26 14:25:15","2019-12-26 14:30:15","1",null
"132","28836","438","2019-12-26 14:35:16","2019-12-26 14:40:13","1",null
"132","28869","438","2019-12-26 14:45:14","2019-12-26 14:50:13","1",null
"132","28905","438","2019-12-26 14:55:14","2019-12-26 15:00:13","1",null
"132","28919","438","2019-12-26 15:00:15","2019-12-26 15:05:15","1",null
"132","28947","438","2019-12-26 15:05:18","2019-12-26 15:10:15","1",null
"132","28981","438","2019-12-26 15:15:13","2019-12-26 15:20:16","1",null
"132","29014","438","2019-12-26 15:25:14","2019-12-26 15:30:16","1",null
"132","29050","438","2019-12-26 15:35:13","2019-12-26 15:40:15","1",null
"132","29076","438","2019-12-26 15:40:16","2019-12-26 15:45:13","1",null
"132","29094","438","2019-12-26 15:45:14","2019-12-26 15:50:15","1",null
"132","29122","438","2019-12-26 15:50:18","2019-12-26 15:55:14","1",null
"132","29154","438","2019-12-26 16:00:15","2019-12-26 16:05:14","1",null
"132","29185","438","2019-12-26 16:10:15","2019-12-26 16:15:14","1",null
"132","29216","438","2019-12-26 16:20:15","2019-12-26 16:25:13","1",null
"132","29247","438","2019-12-26 16:30:15","2019-12-26 16:35:13","1",null
"132","29281","438","2019-12-26 16:40:39","2020-01-01 08:05:14","1",null
"132","32955","438","2020-01-21 15:20:13","2020-02-01 18:55:27","1",null
