CS_BILLING.GET_CLICKS_LOG
ID,CS_ID,GET_TRANTIME,FROM_TRANTIME,TO_TRANTIME,COUNT,FROM_TRANS_ID,TO_TRANS_ID,CLICKS_SOURCE
"105","132","2020-02-12 00:00:00","2020-02-11 00:00:00","2020-02-11 00:00:00","1","105","106","V_PLOG_VENDOR_CLICK"
"20","132","2020-02-12 00:00:00","2020-02-12 00:00:00","2020-02-12 00:00:00","1","20","21","V_PLOG_VENDOR_CLICK"
"27","132","2020-02-13 00:00:00","2020-02-13 00:00:00","2020-02-13 00:00:00","1","27","28","V_PLOG_VENDOR_CLICK"
"30","132","2020-02-13 00:00:00","2020-02-12 00:00:00","2020-02-12 00:00:00","1","30","31","V_PLOG_VENDOR_CLICK"
"101","132","2020-02-14 00:00:00","2020-02-14 00:00:00","2020-02-14 00:00:00","1","101","102","V_PLOG_VENDOR_CLICK"
"28","132","2020-02-14 00:00:00","2020-02-13 00:00:00","2020-02-13 00:00:00","1","28","29","V_PLOG_VENDOR_CLICK"
"42","132","2020-02-15 00:00:00","2020-02-14 00:00:00","2020-02-14 00:00:00","1","42","43","V_PLOG_VENDOR_CLICK"
"77","132","2020-02-15 00:00:00","2020-02-15 00:00:00","2020-02-15 00:00:00","1","77","78","V_PLOG_VENDOR_CLICK"
"89","132","2020-02-16 00:00:00","2020-02-16 00:00:00","2020-02-16 00:00:00","1","89","90","V_PLOG_VENDOR_CLICK"
"29","132","2020-02-16 00:00:00","2020-02-15 00:00:00","2020-02-15 00:00:00","1","29","30","V_PLOG_VENDOR_CLICK"
"104","132","2020-02-17 00:00:00","2020-02-16 00:00:00","2020-02-16 00:00:00","1","104","105","V_PLOG_VENDOR_CLICK"
"57","132","2020-02-17 00:00:00","2020-02-17 00:00:00","2020-02-17 00:00:00","1","57","58","V_PLOG_VENDOR_CLICK"
"21","132","2020-02-18 00:00:00","2020-02-17 00:00:00","2020-02-17 00:00:00","1","21","22","V_PLOG_VENDOR_CLICK"
"41","132","2020-02-18 00:00:00","2020-02-18 00:00:00","2020-02-18 00:00:00","1","41","42","V_PLOG_VENDOR_CLICK"
"102","132","2020-02-19 00:00:00","2020-02-19 00:00:00","2020-02-19 00:00:00","1","102","103","V_PLOG_VENDOR_CLICK"
"31","132","2020-02-19 00:00:00","2020-02-18 00:00:00","2020-02-18 00:00:00","1","31","32","V_PLOG_VENDOR_CLICK"
"103","132","2020-02-20 00:00:00","2020-02-20 00:00:00","2020-02-20 00:00:00","1","103","104","V_PLOG_VENDOR_CLICK"
"59","132","2020-02-20 00:00:00","2020-02-19 00:00:00","2020-02-19 00:00:00","1","59","60","V_PLOG_VENDOR_CLICK"
"6","132","2020-02-21 00:00:00","2020-02-21 00:00:00","2020-02-21 00:00:00","1","6","7","V_PLOG_VENDOR_CLICK"
"90","132","2020-02-21 00:00:00","2020-02-20 00:00:00","2020-02-20 00:00:00","1","90","91","V_PLOG_VENDOR_CLICK"
"61","132","2020-02-22 00:00:00","2020-02-22 00:00:00","2020-02-22 00:00:00","1","61","62","V_PLOG_VENDOR_CLICK"
"60","132","2020-02-22 00:00:00","2020-02-21 00:00:00","2020-02-21 00:00:00","1","60","61","V_PLOG_VENDOR_CLICK"
"64","132","2020-02-23 00:00:00","2020-02-22 00:00:00","2020-02-22 00:00:00","1","64","65","V_PLOG_VENDOR_CLICK"
"106","132","2020-02-23 00:00:00","2020-02-23 00:00:00","2020-02-23 00:00:00","1","106","107","V_PLOG_VENDOR_CLICK"
"43","132","2020-02-24 00:00:00","2020-02-24 00:00:00","2020-02-24 00:00:00","1","43","44","V_PLOG_VENDOR_CLICK"
"81","132","2020-02-24 00:00:00","2020-02-23 00:00:00","2020-02-23 00:00:00","1","81","82","V_PLOG_VENDOR_CLICK"
"93","132","2020-02-25 00:00:00","2020-02-24 00:00:00","2020-02-24 00:00:00","1","93","94","V_PLOG_VENDOR_CLICK"
"79","132","2020-02-25 00:00:00","2020-02-25 00:00:00","2020-02-25 00:00:00","1","79","80","V_PLOG_VENDOR_CLICK"
"22","132","2020-02-26 00:00:00","2020-02-26 00:00:00","2020-02-26 00:00:00","1","22","23","V_PLOG_VENDOR_CLICK"
"82","132","2020-02-26 00:00:00","2020-02-25 00:00:00","2020-02-25 00:00:00","1","82","83","V_PLOG_VENDOR_CLICK"
"80","132","2020-02-27 00:00:00","2020-02-26 00:00:00","2020-02-26 00:00:00","1","80","81","V_PLOG_VENDOR_CLICK"
"107","132","2020-02-27 00:00:00","2020-02-27 00:00:00","2020-02-27 00:00:00","1","107","108","V_PLOG_VENDOR_CLICK"
"7","132","2020-02-28 00:00:00","2020-02-28 00:00:00","2020-02-28 00:00:00","1","7","8","V_PLOG_VENDOR_CLICK"
"92","132","2020-02-28 00:00:00","2020-02-27 00:00:00","2020-02-27 00:00:00","1","92","93","V_PLOG_VENDOR_CLICK"
"91","132","2020-02-29 00:00:00","2020-02-29 00:00:00","2020-02-29 00:00:00","1","91","92","V_PLOG_VENDOR_CLICK"
"44","132","2020-03-01 00:00:00","2020-03-01 00:00:00","2020-03-01 00:00:00","1","44","45","V_PLOG_VENDOR_CLICK"
"83","132","2020-03-01 00:00:00","2020-02-29 00:00:00","2020-02-29 00:00:00","1","83","84","V_PLOG_VENDOR_CLICK"
"62","132","2020-03-02 00:00:00","2020-03-02 00:00:00","2020-03-02 00:00:00","1","62","63","V_PLOG_VENDOR_CLICK"
"108","132","2020-03-02 00:00:00","2020-03-01 00:00:00","2020-03-01 00:00:00","1","108","109","V_PLOG_VENDOR_CLICK"
"63","132","2020-03-03 00:00:00","2020-03-03 00:00:00","2020-03-03 00:00:00","1","63","64","V_PLOG_VENDOR_CLICK"
"32","132","2020-03-03 00:00:00","2020-03-02 00:00:00","2020-03-02 00:00:00","1","32","33","V_PLOG_VENDOR_CLICK"
"23","132","2020-03-04 00:00:00","2020-03-03 00:00:00","2020-03-03 00:00:00","1","23","24","V_PLOG_VENDOR_CLICK"
"109","132","2020-03-04 00:00:00","2020-03-04 00:00:00","2020-03-04 00:00:00","1","109","110","V_PLOG_VENDOR_CLICK"
"45","132","2020-03-05 00:00:00","2020-03-05 00:00:00","2020-03-05 00:00:00","1","45","46","V_PLOG_VENDOR_CLICK"
"85","132","2020-03-05 00:00:00","2020-03-04 00:00:00","2020-03-04 00:00:00","1","85","86","V_PLOG_VENDOR_CLICK"
"8","132","2020-03-06 00:00:00","2020-03-06 00:00:00","2020-03-06 00:00:00","1","8","9","V_PLOG_VENDOR_CLICK"
"66","132","2020-03-06 00:00:00","2020-03-05 00:00:00","2020-03-05 00:00:00","1","66","67","V_PLOG_VENDOR_CLICK"
"33","132","2020-03-07 00:00:00","2020-03-07 00:00:00","2020-03-07 00:00:00","1","33","34","V_PLOG_VENDOR_CLICK"
"24","132","2020-03-08 00:00:00","2020-03-07 00:00:00","2020-03-07 00:00:00","1","24","25","V_PLOG_VENDOR_CLICK"
"9","132","2020-03-08 00:00:00","2020-03-08 00:00:00","2020-03-08 00:00:00","1","9","10","V_PLOG_VENDOR_CLICK"
"47","132","2020-03-09 00:00:00","2020-03-08 00:00:00","2020-03-08 00:00:00","1","47","48","V_PLOG_VENDOR_CLICK"
"34","132","2020-03-09 00:00:00","2020-03-09 00:00:00","2020-03-09 00:00:00","1","34","35","V_PLOG_VENDOR_CLICK"
"67","132","2020-03-10 00:00:00","2020-03-09 00:00:00","2020-03-09 00:00:00","1","67","68","V_PLOG_VENDOR_CLICK"
"10","132","2020-03-10 00:00:00","2020-03-10 00:00:00","2020-03-10 00:00:00","1","10","11","V_PLOG_VENDOR_CLICK"
"70","132","2020-03-11 00:00:00","2020-03-10 00:00:00","2020-03-10 00:00:00","1","70","71","V_PLOG_VENDOR_CLICK"
"11","132","2020-03-11 00:00:00","2020-03-11 00:00:00","2020-03-11 00:00:00","1","11","12","V_PLOG_VENDOR_CLICK"
"65","132","2020-03-12 00:00:00","2020-03-12 00:00:00","2020-03-12 00:00:00","1","65","66","V_PLOG_VENDOR_CLICK"
"84","132","2020-03-12 00:00:00","2020-03-11 00:00:00","2020-03-11 00:00:00","1","84","85","V_PLOG_VENDOR_CLICK"
"68","132","2020-03-13 00:00:00","2020-03-12 00:00:00","2020-03-12 00:00:00","1","68","69","V_PLOG_VENDOR_CLICK"
"46","132","2020-03-13 00:00:00","2020-03-13 00:00:00","2020-03-13 00:00:00","1","46","47","V_PLOG_VENDOR_CLICK"
"69","132","2020-03-14 00:00:00","2020-03-14 00:00:00","2020-03-14 00:00:00","1","69","70","V_PLOG_VENDOR_CLICK"
"110","132","2020-03-14 00:00:00","2020-03-13 00:00:00","2020-03-13 00:00:00","1","110","111","V_PLOG_VENDOR_CLICK"
"48","132","2020-03-15 00:00:00","2020-03-15 00:00:00","2020-03-15 00:00:00","1","48","49","V_PLOG_VENDOR_CLICK"
"97","132","2020-03-15 00:00:00","2020-03-14 00:00:00","2020-03-14 00:00:00","1","97","98","V_PLOG_VENDOR_CLICK"
"12","132","2020-03-16 00:00:00","2020-03-16 00:00:00","2020-03-16 00:00:00","1","12","13","V_PLOG_VENDOR_CLICK"
"86","132","2020-03-16 00:00:00","2020-03-15 00:00:00","2020-03-15 00:00:00","1","86","87","V_PLOG_VENDOR_CLICK"
"35","132","2020-03-17 00:00:00","2020-03-16 00:00:00","2020-03-16 00:00:00","1","35","36","V_PLOG_VENDOR_CLICK"
"49","132","2020-03-17 00:00:00","2020-03-17 00:00:00","2020-03-17 00:00:00","1","49","50","V_PLOG_VENDOR_CLICK"
"114","132","2020-03-18 00:00:00","2020-03-17 00:00:00","2020-03-17 00:00:00","1","114","115","V_PLOG_VENDOR_CLICK"
"72","132","2020-03-18 00:00:00","2020-03-18 00:00:00","2020-03-18 00:00:00","1","72","73","V_PLOG_VENDOR_CLICK"
"111","132","2020-03-19 00:00:00","2020-03-19 00:00:00","2020-03-19 00:00:00","1","111","112","V_PLOG_VENDOR_CLICK"
"36","132","2020-03-19 00:00:00","2020-03-18 00:00:00","2020-03-18 00:00:00","1","36","37","V_PLOG_VENDOR_CLICK"
"112","132","2020-03-20 00:00:00","2020-03-20 00:00:00","2020-03-20 00:00:00","1","112","113","V_PLOG_VENDOR_CLICK"
"96","132","2020-03-20 00:00:00","2020-03-19 00:00:00","2020-03-19 00:00:00","1","96","97","V_PLOG_VENDOR_CLICK"
"25","132","2020-03-21 00:00:00","2020-03-20 00:00:00","2020-03-20 00:00:00","1","25","26","V_PLOG_VENDOR_CLICK"
"94","132","2020-03-21 00:00:00","2020-03-21 00:00:00","2020-03-21 00:00:00","1","94","95","V_PLOG_VENDOR_CLICK"
"113","132","2020-03-22 00:00:00","2020-03-22 00:00:00","2020-03-22 00:00:00","1","113","114","V_PLOG_VENDOR_CLICK"
"73","132","2020-03-22 00:00:00","2020-03-21 00:00:00","2020-03-21 00:00:00","1","73","74","V_PLOG_VENDOR_CLICK"
"95","132","2020-03-23 00:00:00","2020-03-22 00:00:00","2020-03-22 00:00:00","1","95","96","V_PLOG_VENDOR_CLICK"
"13","132","2020-03-23 00:00:00","2020-03-23 00:00:00","2020-03-23 00:00:00","1","13","14","V_PLOG_VENDOR_CLICK"
"87","132","2020-03-24 00:00:00","2020-03-23 00:00:00","2020-03-23 00:00:00","1","87","88","V_PLOG_VENDOR_CLICK"
"71","132","2020-03-24 00:00:00","2020-03-24 00:00:00","2020-03-24 00:00:00","1","71","72","V_PLOG_VENDOR_CLICK"
"15","132","2020-03-25 00:00:00","2020-03-25 00:00:00","2020-03-25 00:00:00","1","15","16","V_PLOG_VENDOR_CLICK"
"115","132","2020-03-25 00:00:00","2020-03-24 00:00:00","2020-03-24 00:00:00","1","115","116","V_PLOG_VENDOR_CLICK"
"100","132","2020-03-26 00:00:00","2020-03-25 00:00:00","2020-03-25 00:00:00","1","100","101","V_PLOG_VENDOR_CLICK"
"51","132","2020-03-26 00:00:00","2020-03-26 00:00:00","2020-03-26 00:00:00","1","51","52","V_PLOG_VENDOR_CLICK"
"74","132","2020-03-27 00:00:00","2020-03-27 00:00:00","2020-03-27 00:00:00","1","74","75","V_PLOG_VENDOR_CLICK"
"99","132","2020-03-27 00:00:00","2020-03-26 00:00:00","2020-03-26 00:00:00","1","99","100","V_PLOG_VENDOR_CLICK"
"14","132","2020-03-28 00:00:00","2020-03-28 00:00:00","2020-03-28 00:00:00","1","14","15","V_PLOG_VENDOR_CLICK"
"52","132","2020-03-28 00:00:00","2020-03-27 00:00:00","2020-03-27 00:00:00","1","52","53","V_PLOG_VENDOR_CLICK"
"37","132","2020-03-29 00:00:00","2020-03-28 00:00:00","2020-03-28 00:00:00","1","37","38","V_PLOG_VENDOR_CLICK"
"50","132","2020-03-29 00:00:00","2020-03-29 00:00:00","2020-03-29 00:00:00","1","50","51","V_PLOG_VENDOR_CLICK"
"16","132","2020-03-30 00:00:00","2020-03-30 00:00:00","2020-03-30 00:00:00","1","16","17","V_PLOG_VENDOR_CLICK"
"98","132","2020-03-30 00:00:00","2020-03-29 00:00:00","2020-03-29 00:00:00","1","98","99","V_PLOG_VENDOR_CLICK"
"116","132","2020-03-31 00:00:00","2020-03-31 00:00:00","2020-03-31 00:00:00","1","98","99","V_PLOG_VENDOR_CLICK"
