CS_BILLING.CAMPAIGN_CHARGES
ID,CS_ID,CAMPAIGN_ID,SRV_TYPE_ID,SRV_ID,BILLING_ID,DT,PRICE,AMOUNT,SUM,COMMENTS
"32","132","5986","8",null,"7","2020-02-06 00:00:00","2172","1","2172","Начисление до суммы установленной по тарифу"
"33","132","5986","8","13","8","2020-02-07 00:00:00","0","964","0",null
"34","132","5986","8","13","8","2020-02-07 00:00:00","0","-16","0",null
"35","132","5986","8","13","8","2020-02-07 00:00:00","1","28","28",null
"36","132","5986","8",null,"8","2020-02-07 00:00:00","2172","1","2172","Начисление до суммы установленной по тарифу"
"37","132","5986","8","13","9","2020-02-08 00:00:00","0","973","0",null
"38","132","5986","8","13","9","2020-02-08 00:00:00","0","-9","0",null
"39","132","5986","8","13","9","2020-02-08 00:00:00","1","24","24",null
"40","132","5986","8",null,"9","2020-02-08 00:00:00","2176","1","2176","Начисление до суммы установленной по тарифу"
"41","132","5986","8","13","10","2020-02-09 00:00:00","0","1099","0",null
"42","132","5986","8","13","10","2020-02-09 00:00:00","0","-6","0",null
"43","132","5986","8","13","10","2020-02-09 00:00:00","1","24","24",null
"44","132","5986","8",null,"10","2020-02-09 00:00:00","2176","1","2176","Начисление до суммы установленной по тарифу"
"45","132","5986","8","13","11","2020-02-10 00:00:00","0","887","0",null
"46","132","5986","8","13","11","2020-02-10 00:00:00","1","-2","-2",null
"47","132","5986","8","13","11","2020-02-10 00:00:00","0","-17","0",null
"48","132","5986","8","13","11","2020-02-10 00:00:00","1","34","34",null
"49","132","5986","8",null,"11","2020-02-10 00:00:00","2168","1","2168","Начисление до суммы установленной по тарифу"
"50","132","5986","8","13","12","2020-02-11 00:00:00","0","885","0",null
"51","132","5986","8","13","12","2020-02-11 00:00:00","0","-16","0",null
"52","132","5986","8","13","12","2020-02-11 00:00:00","1","33","33",null
"53","132","5986","8",null,"12","2020-02-11 00:00:00","2167","1","2167","Начисление до суммы установленной по тарифу"
"54","132","5986","8","13","13","2020-02-12 00:00:00","0","918","0",null
"55","132","5986","8","13","13","2020-02-12 00:00:00","1","-1","-1",null
"56","132","5986","8","13","13","2020-02-12 00:00:00","0","-41","0",null
"57","132","5986","8","13","13","2020-02-12 00:00:00","1","30","30",null
"58","132","5986","8",null,"13","2020-02-12 00:00:00","2171","1","2171","Начисление до суммы установленной по тарифу"
"59","132","5986","8","13","14","2020-02-13 00:00:00","0","910","0",null
"60","132","5986","8","13","14","2020-02-13 00:00:00","0","-22","0",null
"61","132","5986","8","13","14","2020-02-13 00:00:00","1","24","24",null
"62","132","5986","8",null,"14","2020-02-13 00:00:00","2176","1","2176","Начисление до суммы установленной по тарифу"
"63","132","5986","8","13","15","2020-02-14 00:00:00","0","857","0",null
"64","132","5986","8","13","15","2020-02-14 00:00:00","0","-8","0",null
"65","132","5986","8","13","15","2020-02-14 00:00:00","1","26","26",null
"66","132","5986","8",null,"15","2020-02-14 00:00:00","2174","1","2174","Начисление до суммы установленной по тарифу"
"67","132","5986","8","13","16","2020-02-15 00:00:00","0","905","0",null
"68","132","5986","8","13","16","2020-02-15 00:00:00","0","-9","0",null
"69","132","5986","8","13","16","2020-02-15 00:00:00","1","25","25",null
"70","132","5986","8",null,"16","2020-02-15 00:00:00","2175","1","2175","Начисление до суммы установленной по тарифу"
"71","132","5986","8","13","17","2020-02-16 00:00:00","0","1013","0",null
"72","132","5986","8","13","17","2020-02-16 00:00:00","1","-2","-2",null
"73","132","5986","8","13","17","2020-02-16 00:00:00","0","-5","0",null
"74","132","5986","8","13","17","2020-02-16 00:00:00","1","44","44",null
"75","132","5986","8",null,"17","2020-02-16 00:00:00","2158","1","2158","Начисление до суммы установленной по тарифу"
"76","132","5986","8","13","18","2020-02-17 00:00:00","0","936","0",null
"77","132","5986","8","13","18","2020-02-17 00:00:00","0","-11","0",null
"78","132","5986","8","13","18","2020-02-17 00:00:00","1","39","39",null
"79","132","5986","8",null,"18","2020-02-17 00:00:00","2161","1","2161","Начисление до суммы установленной по тарифу"
"80","132","5986","8","13","19","2020-02-18 00:00:00","0","960","0",null
"81","132","5986","8","13","19","2020-02-18 00:00:00","0","-7","0",null
"82","132","5986","8","13","19","2020-02-18 00:00:00","1","46","46",null
"83","132","5986","8",null,"19","2020-02-18 00:00:00","2154","1","2154","Начисление до суммы установленной по тарифу"
"84","132","5986","8","13","20","2020-02-19 00:00:00","0","1027","0",null
"85","132","5986","8","13","20","2020-02-19 00:00:00","1","-4","-4",null
"86","132","5986","8","13","20","2020-02-19 00:00:00","0","-79","0",null
"87","132","5986","8","13","20","2020-02-19 00:00:00","1","32","32",null
"88","132","5986","8",null,"20","2020-02-19 00:00:00","2172","1","2172","Начисление до суммы установленной по тарифу"
"89","132","5986","8","13","21","2020-02-20 00:00:00","0","810","0",null
"90","132","5986","8","13","21","2020-02-20 00:00:00","0","-9","0",null
"91","132","5986","8","13","21","2020-02-20 00:00:00","1","20","20",null
"92","132","5986","8",null,"21","2020-02-20 00:00:00","2180","1","2180","Начисление до суммы установленной по тарифу"
"93","132","5986","8","13","22","2020-02-21 00:00:00","0","828","0",null
"94","132","5986","8","13","22","2020-02-21 00:00:00","0","-11","0",null
"95","132","5986","8","13","22","2020-02-21 00:00:00","1","17","17",null
"96","132","5986","8",null,"22","2020-02-21 00:00:00","2183","1","2183","Начисление до суммы установленной по тарифу"
"97","132","5986","8","13","23","2020-02-22 00:00:00","0","1011","0",null
"98","132","5986","8","13","23","2020-02-22 00:00:00","1","-1","-1",null
"99","132","5986","8","13","23","2020-02-22 00:00:00","0","-38","0",null
"100","132","5986","8","13","23","2020-02-22 00:00:00","1","24","24",null
"101","132","5986","8",null,"23","2020-02-22 00:00:00","2177","1","2177","Начисление до суммы установленной по тарифу"
"102","132","5986","8","13","24","2020-02-23 00:00:00","0","875","0",null
"103","132","5986","8","13","24","2020-02-23 00:00:00","0","-11","0",null
"104","132","5986","8","13","24","2020-02-23 00:00:00","1","20","20",null
"105","132","5986","8",null,"24","2020-02-23 00:00:00","2180","1","2180","Начисление до суммы установленной по тарифу"
"106","132","5986","8","13","25","2020-02-24 00:00:00","0","884","0",null
"107","132","5986","8","13","25","2020-02-24 00:00:00","0","-13","0",null
"108","132","5986","8","13","25","2020-02-24 00:00:00","1","28","28",null
"109","132","5986","8",null,"25","2020-02-24 00:00:00","2172","1","2172","Начисление до суммы установленной по тарифу"
"110","132","5986","8","13","26","2020-02-25 00:00:00","0","843","0",null
"111","132","5986","8","13","26","2020-02-25 00:00:00","1","-1","-1",null
"112","132","5986","8","13","26","2020-02-25 00:00:00","0","-13","0",null
"113","132","5986","8","13","26","2020-02-25 00:00:00","1","37","37",null
"114","132","5986","8",null,"26","2020-02-25 00:00:00","2164","1","2164","Начисление до суммы установленной по тарифу"
"115","132","5986","8","13","27","2020-02-26 00:00:00","0","1005","0",null
"116","132","5986","8","13","27","2020-02-26 00:00:00","0","-12","0",null
"117","132","5986","8","13","27","2020-02-26 00:00:00","1","55","55",null
"118","132","5986","8",null,"27","2020-02-26 00:00:00","2145","1","2145","Начисление до суммы установленной по тарифу"
"119","132","5986","8","13","28","2020-02-27 00:00:00","0","995","0",null
"120","132","5986","8","13","28","2020-02-27 00:00:00","1","-19","-19",null
"121","132","5986","8","13","28","2020-02-27 00:00:00","0","-540","0",null
"122","132","5986","8","13","28","2020-02-27 00:00:00","1","35","35",null
"123","132","5986","8",null,"28","2020-02-27 00:00:00","2184","1","2184","Начисление до суммы установленной по тарифу"
"124","132","5986","8","13","29","2020-02-28 00:00:00","0","1076","0",null
"125","132","5986","8","13","29","2020-02-28 00:00:00","1","-1","-1",null
"126","132","5986","8","13","29","2020-02-28 00:00:00","0","-126","0",null
"127","132","5986","8","13","29","2020-02-28 00:00:00","1","33","33",null
"128","132","5986","8",null,"29","2020-02-28 00:00:00","2168","1","2168","Начисление до суммы установленной по тарифу"
"129","132","5986","8","13","30","2020-02-29 00:00:00","0","1009","0",null
"130","132","5986","8","13","30","2020-02-29 00:00:00","1","-3","-3",null
"131","132","5986","8","13","30","2020-02-29 00:00:00","0","-154","0",null
"132","132","5986","8","13","30","2020-02-29 00:00:00","1","26","26",null
"133","132","5986","8",null,"30","2020-02-29 00:00:00","2177","1","2177","Начисление до суммы установленной по тарифу"
"134","132","5986","8","13","31","2020-03-01 00:00:00","0","1194","0",null
"135","132","5986","8","13","31","2020-03-01 00:00:00","1","-5","-5",null
"136","132","5986","8","13","31","2020-03-01 00:00:00","0","-106","0",null
"137","132","5986","8","13","31","2020-03-01 00:00:00","1","33","33",null
"138","132","5986","8",null,"31","2020-03-01 00:00:00","2172","1","2172","Начисление до суммы установленной по тарифу"
"139","132","5986","8","13","32","2020-03-02 00:00:00","0","903","0",null
"140","132","5986","8","13","32","2020-03-02 00:00:00","0","-39","0",null
"141","132","5986","8","13","32","2020-03-02 00:00:00","1","25","25",null
"142","132","5986","8",null,"32","2020-03-02 00:00:00","2175","1","2175","Начисление до суммы установленной по тарифу"
"143","132","5986","8","13","33","2020-03-03 00:00:00","0","992","0",null
"144","132","5986","8","13","33","2020-03-03 00:00:00","0","-25","0",null
"145","132","5986","8","13","33","2020-03-03 00:00:00","1","23","23",null
"146","132","5986","8",null,"33","2020-03-03 00:00:00","2177","1","2177","Начисление до суммы установленной по тарифу"
"147","132","5986","8","13","34","2020-03-04 00:00:00","0","931","0",null
"148","132","5986","8","13","34","2020-03-04 00:00:00","0","-5","0",null
"149","132","5986","8","13","34","2020-03-04 00:00:00","1","31","31",null
"150","132","5986","8",null,"34","2020-03-04 00:00:00","2169","1","2169","Начисление до суммы установленной по тарифу"
"151","132","5986","8","13","35","2020-03-05 00:00:00","0","867","0",null
"152","132","5986","8","13","35","2020-03-05 00:00:00","0","-10","0",null
"153","132","5986","8","13","35","2020-03-05 00:00:00","1","22","22",null
"154","132","5986","8",null,"35","2020-03-05 00:00:00","2178","1","2178","Начисление до суммы установленной по тарифу"
"155","132","5986","8","13","36","2020-03-06 00:00:00","0","1026","0",null
"156","132","5986","8","13","36","2020-03-06 00:00:00","0","-179","0",null
"157","132","5986","8","13","36","2020-03-06 00:00:00","1","27","27",null
"158","132","5986","8",null,"36","2020-03-06 00:00:00","2173","1","2173","Начисление до суммы установленной по тарифу"
"159","132","5986","8","13","37","2020-03-07 00:00:00","0","943","0",null
"160","132","5986","8","13","37","2020-03-07 00:00:00","0","-4","0",null
"161","132","5986","8","13","37","2020-03-07 00:00:00","1","52","52",null
"162","132","5986","8",null,"37","2020-03-07 00:00:00","2148","1","2148","Начисление до суммы установленной по тарифу"
"163","132","5986","8","13","38","2020-03-08 00:00:00","0","833","0",null
"164","132","5986","8","13","38","2020-03-08 00:00:00","1","-1","-1",null
"165","132","5986","8","13","38","2020-03-08 00:00:00","0","-5","0",null
"166","132","5986","8","13","38","2020-03-08 00:00:00","1","49","49",null
"167","132","5986","8",null,"38","2020-03-08 00:00:00","2152","1","2152","Начисление до суммы установленной по тарифу"
"168","132","5986","8","13","39","2020-03-09 00:00:00","0","22","0",null
"169","132","5986","8","13","39","2020-03-09 00:00:00","1","1","1",null
"170","132","5986","8",null,"39","2020-03-09 00:00:00","2199","1","2199","Начисление до суммы установленной по тарифу"
"171","132","5986","8","13","40","2020-03-10 00:00:00","0","962","0",null
"172","132","5986","8","13","40","2020-03-10 00:00:00","0","-11","0",null
"173","132","5986","8","13","40","2020-03-10 00:00:00","1","33","33",null
"174","132","5986","8",null,"40","2020-03-10 00:00:00","2167","1","2167","Начисление до суммы установленной по тарифу"
"175","132","5986","8","13","41","2020-03-11 00:00:00","0","1060","0",null
"176","132","5986","8","13","41","2020-03-11 00:00:00","1","-1","-1",null
"177","132","5986","8","13","41","2020-03-11 00:00:00","4","10","40",null
"178","132","5986","8","13","41","2020-03-11 00:00:00","5","-1","-5",null
"179","132","5986","8","13","41","2020-03-11 00:00:00","2","15","30",null
"180","132","5986","8","13","41","2020-03-11 00:00:00","3","5","15",null
"181","132","5986","8","13","41","2020-03-11 00:00:00","0","-8","0",null
"182","132","5986","8","13","41","2020-03-11 00:00:00","1","22","22",null
"183","132","5986","8","13","41","2020-03-11 00:00:00","5","33","165",null
"184","132","5986","8",null,"41","2020-03-11 00:00:00","1934","1","1934","Начисление до суммы установленной по тарифу"
"185","132","5986","8","13","42","2020-03-12 00:00:00","0","1038","0",null
"186","132","5986","8","13","42","2020-03-12 00:00:00","31","5","155",null
"187","132","5986","8","13","42","2020-03-12 00:00:00","48","2","96",null
"188","132","5986","8","13","42","2020-03-12 00:00:00","40","2","80",null
"189","132","5986","8","13","42","2020-03-12 00:00:00","22","4","88",null
"190","132","5986","8","13","42","2020-03-12 00:00:00","49","7","343",null
"191","132","5986","8","13","42","2020-03-12 00:00:00","76","1","76",null
"192","132","5986","8","13","42","2020-03-12 00:00:00","56","2","112",null
"193","132","5986","8","13","42","2020-03-12 00:00:00","2","-1","-2",null
"194","132","5986","8","13","42","2020-03-12 00:00:00","4","5","20",null
"195","132","5986","8","13","42","2020-03-12 00:00:00","44","3","132",null
"196","132","5986","8","13","42","2020-03-12 00:00:00","15","6","90",null
"197","132","5986","8","13","42","2020-03-12 00:00:00","83","1","83",null
"198","132","5986","8","13","42","2020-03-12 00:00:00","35","2","70",null
"199","132","5986","8","13","42","2020-03-12 00:00:00","100","7","700",null
"200","132","5986","8","13","42","2020-03-12 00:00:00","6","3","18",null
"201","132","5986","8","13","42","2020-03-12 00:00:00","61","1","61",null
"202","132","5986","8","13","42","2020-03-12 00:00:00","10","1","10",null
"203","132","5986","8","13","42","2020-03-12 00:00:00","58","1","58",null
"204","132","5986","8","13","42","2020-03-12 00:00:00","74","2","148",null
"205","132","5986","8","13","42","2020-03-12 00:00:00","41","2","82",null
"206","132","5986","8","13","42","2020-03-12 00:00:00","17","2","34",null
"207","132","5986","8","13","42","2020-03-12 00:00:00","27","3","81",null
"208","132","5986","8","13","42","2020-03-12 00:00:00","45","2","90",null
"209","132","5986","8","13","42","2020-03-12 00:00:00","24","8","192",null
"210","132","5986","8","13","42","2020-03-12 00:00:00","32","3","96",null
"211","132","5986","8","13","42","2020-03-12 00:00:00","19","1","19",null
"212","132","5986","8","13","42","2020-03-12 00:00:00","8","2","16",null
"213","132","5986","8","13","42","2020-03-12 00:00:00","57","3","171",null
"214","132","5986","8","13","42","2020-03-12 00:00:00","43","1","43",null
"215","132","5986","8","13","42","2020-03-12 00:00:00","53","1","53",null
"216","132","5986","8","13","42","2020-03-12 00:00:00","42","1","42",null
"217","132","5986","8","13","42","2020-03-12 00:00:00","87","2","174",null
"218","132","5986","8","13","42","2020-03-12 00:00:00","85","4","340",null
"219","132","5986","8","13","42","2020-03-12 00:00:00","70","3","210",null
"220","132","5986","8","13","42","2020-03-12 00:00:00","38","2","76",null
"221","132","5986","8","13","42","2020-03-12 00:00:00","67","2","134",null
"222","132","5986","8","13","42","2020-03-12 00:00:00","71","1","71",null
"223","132","5986","8","13","42","2020-03-12 00:00:00","78","2","156",null
"224","132","5986","8","13","42","2020-03-12 00:00:00","73","1","73",null
"225","132","5986","8","13","42","2020-03-12 00:00:00","24","-5","-120",null
"226","132","5986","8","13","42","2020-03-12 00:00:00","2","7","14",null
"227","132","5986","8","13","42","2020-03-12 00:00:00","20","3","60",null
"228","132","5986","8","13","42","2020-03-12 00:00:00","29","2","58",null
"229","132","5986","8","13","42","2020-03-12 00:00:00","47","3","141",null
"230","132","5986","8","13","42","2020-03-12 00:00:00","72","1","72",null
"231","132","5986","8","13","42","2020-03-12 00:00:00","30","2","60",null
"232","132","5986","8","13","42","2020-03-12 00:00:00","36","1","36",null
"233","132","5986","8","13","42","2020-03-12 00:00:00","54","2","108",null
"234","132","5986","8","13","42","2020-03-12 00:00:00","77","7","539",null
"235","132","5986","8","13","42","2020-03-12 00:00:00","62","5","310",null
"236","132","5986","8","13","42","2020-03-12 00:00:00","46","3","138",null
"237","132","5986","8","13","42","2020-03-12 00:00:00","3","5","15",null
"238","132","5986","8","13","42","2020-03-12 00:00:00","80","2","160",null
"239","132","5986","8","13","42","2020-03-12 00:00:00","0","-17","0",null
"240","132","5986","8","13","42","2020-03-12 00:00:00","86","1","86",null
"241","132","5986","8","13","42","2020-03-12 00:00:00","91","2","182",null
"242","132","5986","8","13","42","2020-03-12 00:00:00","37","2","74",null
"243","132","5986","8","13","42","2020-03-12 00:00:00","64","2","128",null
"244","132","5986","8","13","42","2020-03-12 00:00:00","28","2","56",null
"245","132","5986","8","13","42","2020-03-12 00:00:00","1","11","11",null
"246","132","5986","8","13","42","2020-03-12 00:00:00","96","3","288",null
"247","132","5986","8","13","42","2020-03-12 00:00:00","18","3","54",null
"248","132","5986","8","13","42","2020-03-12 00:00:00","5","16","80",null
"249","132","5986","8","13","42","2020-03-12 00:00:00","81","2","162",null
"250","132","5986","8","13","42","2020-03-12 00:00:00","79","2","158",null
"251","132","5986","8","13","42","2020-03-12 00:00:00","92","3","276",null
"252","132","5986","8","13","42","2020-03-12 00:00:00","62","-1","-62",null
"253","132","5986","8","13","42","2020-03-12 00:00:00","75","3","225",null
"254","132","5986","8","13","42","2020-03-12 00:00:00","11","-1","-11",null
"255","132","5986","8","13","42","2020-03-12 00:00:00","23","1","23",null
"256","132","5986","8","13","42","2020-03-12 00:00:00","33","1","33",null
"257","132","5986","8","13","42","2020-03-12 00:00:00","94","1","94",null
"258","132","5986","8","13","42","2020-03-12 00:00:00","11","3","33",null
"259","132","5986","8","13","42","2020-03-12 00:00:00","65","2","130",null
"260","132","5986","8","13","42","2020-03-12 00:00:00","99","2","198",null
"261","132","5986","8","13","42","2020-03-12 00:00:00","90","2","180",null
"262","132","5986","8","13","42","2020-03-12 00:00:00","52","1","52",null
"263","132","5986","8","13","42","2020-03-12 00:00:00","14","1","14",null
"264","132","5986","8","13","42","2020-03-12 00:00:00","21","1","21",null
"265","132","5986","8","13","42","2020-03-12 00:00:00","82","8","656",null
"266","132","5986","8","13","42","2020-03-12 00:00:00","51","1","51",null
"267","132","5986","8","13","42","2020-03-12 00:00:00","34","2","68",null
"268","132","5986","8","13","42","2020-03-12 00:00:00","12","2","24",null
"269","132","5986","8","13","42","2020-03-12 00:00:00","55","4","220",null
"270","132","5986","8","13","42","2020-03-12 00:00:00","68","2","136",null
"271","132","5986","8","13","42","2020-03-12 00:00:00","69","4","276",null
"272","132","5986","8","13","42","2020-03-12 00:00:00","7","1","7",null
"273","132","5986","8","13","42","2020-03-12 00:00:00","60","1","60",null
"274","132","5986","8","13","42","2020-03-12 00:00:00","16","1","16",null
"275","132","5986","8","13","42","2020-03-12 00:00:00","25","1","25",null
"276","132","5986","8","13","43","2020-03-13 00:00:00","0","897","0",null
"277","132","5986","8","13","43","2020-03-13 00:00:00","48","1","48",null
"278","132","5986","8","13","43","2020-03-13 00:00:00","31","3","93",null
"279","132","5986","8","13","43","2020-03-13 00:00:00","22","1","22",null
"280","132","5986","8","13","43","2020-03-13 00:00:00","89","1","89",null
"281","132","5986","8","13","43","2020-03-13 00:00:00","93","1","93",null
"282","132","5986","8","13","43","2020-03-13 00:00:00","58","2","116",null
"283","132","5986","8","13","43","2020-03-13 00:00:00","100","11","1100",null
"284","132","5986","8","13","43","2020-03-13 00:00:00","56","1","56",null
"285","132","5986","8","13","43","2020-03-13 00:00:00","6","6","36",null
"286","132","5986","8","13","43","2020-03-13 00:00:00","4","5","20",null
"287","132","5986","8","13","43","2020-03-13 00:00:00","15","17","255",null
"288","132","5986","8","13","43","2020-03-13 00:00:00","10","4","40",null
"289","132","5986","8","13","43","2020-03-13 00:00:00","9","2","18",null
"290","132","5986","8","13","43","2020-03-13 00:00:00","43","1","43",null
"291","132","5986","8","13","43","2020-03-13 00:00:00","8","4","32",null
"292","132","5986","8","13","43","2020-03-13 00:00:00","41","2","82",null
"293","132","5986","8","13","43","2020-03-13 00:00:00","32","1","32",null
"294","132","5986","8","13","43","2020-03-13 00:00:00","45","2","90",null
"295","132","5986","8","13","43","2020-03-13 00:00:00","53","3","159",null
"296","132","5986","8","13","43","2020-03-13 00:00:00","24","1","24",null
"297","132","5986","8","13","43","2020-03-13 00:00:00","19","2","38",null
"298","132","5986","8","13","43","2020-03-13 00:00:00","72","2","144",null
"299","132","5986","8","13","43","2020-03-13 00:00:00","36","1","36",null
"300","132","5986","8","13","43","2020-03-13 00:00:00","2","9","18",null
"301","132","5986","8","13","43","2020-03-13 00:00:00","67","1","67",null
"302","132","5986","8","13","43","2020-03-13 00:00:00","78","1","78",null
"303","132","5986","8","13","43","2020-03-13 00:00:00","20","2","40",null
"304","132","5986","8","13","43","2020-03-13 00:00:00","26","3","78",null
"305","132","5986","8","13","43","2020-03-13 00:00:00","30","1","30",null
"306","132","5986","8","13","43","2020-03-13 00:00:00","29","2","58",null
"307","132","5986","8","13","43","2020-03-13 00:00:00","47","1","47",null
"308","132","5986","8","13","43","2020-03-13 00:00:00","0","-11","0",null
"309","132","5986","8","13","43","2020-03-13 00:00:00","3","2","6",null
"310","132","5986","8","13","43","2020-03-13 00:00:00","13","5","65",null
"311","132","5986","8","13","43","2020-03-13 00:00:00","77","1","77",null
"312","132","5986","8","13","43","2020-03-13 00:00:00","46","3","138",null
"313","132","5986","8","13","43","2020-03-13 00:00:00","64","1","64",null
"314","132","5986","8","13","43","2020-03-13 00:00:00","28","2","56",null
"315","132","5986","8","13","43","2020-03-13 00:00:00","80","1","80",null
"316","132","5986","8","13","43","2020-03-13 00:00:00","50","1","50",null
"317","132","5986","8","13","43","2020-03-13 00:00:00","54","1","54",null
"318","132","5986","8","13","43","2020-03-13 00:00:00","98","1","98",null
"319","132","5986","8","13","43","2020-03-13 00:00:00","86","1","86",null
"320","132","5986","8","13","43","2020-03-13 00:00:00","5","6","30",null
"321","132","5986","8","13","43","2020-03-13 00:00:00","96","1","96",null
"322","132","5986","8","13","43","2020-03-13 00:00:00","1","11","11",null
"323","132","5986","8","13","43","2020-03-13 00:00:00","23","1","23",null
"324","132","5986","8","13","43","2020-03-13 00:00:00","33","1","33",null
"325","132","5986","8","13","43","2020-03-13 00:00:00","65","1","65",null
"326","132","5986","8","13","43","2020-03-13 00:00:00","11","3","33",null
"327","132","5986","8","13","43","2020-03-13 00:00:00","52","2","104",null
"328","132","5986","8","13","43","2020-03-13 00:00:00","3","-1","-3",null
"329","132","5986","8","13","43","2020-03-13 00:00:00","60","4","240",null
"330","132","5986","8","13","43","2020-03-13 00:00:00","12","4","48",null
"331","132","5986","8","13","43","2020-03-13 00:00:00","88","4","352",null
"332","132","5986","8","13","43","2020-03-13 00:00:00","21","2","42",null
"333","132","5986","8","13","43","2020-03-13 00:00:00","14","3","42",null
"334","132","5986","8","13","43","2020-03-13 00:00:00","68","1","68",null
"335","132","5986","8","13","43","2020-03-13 00:00:00","84","2","168",null
"336","132","5986","8","13","43","2020-03-13 00:00:00","25","1","25",null
"337","132","5986","8","13","43","2020-03-13 00:00:00","7","2","14",null
"338","132","5986","8","13","43","2020-03-13 00:00:00","16","1","16",null
"339","132","5986","8","13","44","2020-03-14 00:00:00","0","723","0",null
"340","132","5986","8","13","44","2020-03-14 00:00:00","6","5","30",null
"341","132","5986","8","13","44","2020-03-14 00:00:00","10","14","140",null
"342","132","5986","8","13","44","2020-03-14 00:00:00","15","17","255",null
"343","132","5986","8","13","44","2020-03-14 00:00:00","9","9","81",null
"344","132","5986","8","13","44","2020-03-14 00:00:00","4","9","36",null
"345","132","5986","8","13","44","2020-03-14 00:00:00","8","10","80",null
"346","132","5986","8","13","44","2020-03-14 00:00:00","5","-1","-5",null
"347","132","5986","8","13","44","2020-03-14 00:00:00","10","-1","-10",null
"348","132","5986","8","13","44","2020-03-14 00:00:00","2","3","6",null
"349","132","5986","8","13","44","2020-03-14 00:00:00","13","4","52",null
"350","132","5986","8","13","44","2020-03-14 00:00:00","0","-11","0",null
"351","132","5986","8","13","44","2020-03-14 00:00:00","3","4","12",null
"352","132","5986","8","13","44","2020-03-14 00:00:00","5","12","60",null
"353","132","5986","8","13","44","2020-03-14 00:00:00","1","3","3",null
"354","132","5986","8","13","44","2020-03-14 00:00:00","9","-1","-9",null
"355","132","5986","8","13","44","2020-03-14 00:00:00","11","4","44",null
"356","132","5986","8","13","44","2020-03-14 00:00:00","3","-1","-3",null
"357","132","5986","8","13","44","2020-03-14 00:00:00","14","5","70",null
"358","132","5986","8","13","44","2020-03-14 00:00:00","7","7","49",null
"359","132","5986","8","13","44","2020-03-14 00:00:00","12","3","36",null
"360","132","5986","8",null,"44","2020-03-14 00:00:00","1273","1","1273","Начисление до суммы установленной по тарифу"
"361","132","5986","8","13","45","2020-03-15 00:00:00","0","714","0",null
"362","132","5986","8","13","45","2020-03-15 00:00:00","10","10","100",null
"363","132","5986","8","13","45","2020-03-15 00:00:00","4","5","20",null
"364","132","5986","8","13","45","2020-03-15 00:00:00","9","6","54",null
"365","132","5986","8","13","45","2020-03-15 00:00:00","6","3","18",null
"366","132","5986","8","13","45","2020-03-15 00:00:00","8","2","16",null
"367","132","5986","8","13","45","2020-03-15 00:00:00","6","-1","-6",null
"368","132","5986","8","13","45","2020-03-15 00:00:00","2","10","20",null
